lead_id,priority_tier,supplier_fit,lead_score,company_name,category,sub_category,area,contact_approach,phone,whatsapp,email,website,hardware_need,buying_trigger,expansion_signal,verification_status,address,source_type,source_url,size_hint,notes
L0101,A,SME - direct,82,Leranath Diamond,Lab-Grown Diamond,CVD & HPHT diamond manufacturer / exporter,Katargam,Owner/Director or Factory Manager,+91 90167 68648,https://wa.me/919016768648,Leranath.diamonds@gmail.com,https://leranathdiamonds.com/,GPU workstations for planning/grading; reactor-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,"ISO 9001 certified, solar-powered factory, exports globally; CVD + HPHT",Solar-powered ISO-certified factory; separate manufacturing unit at Jagdish Estate,Contact found,Office 102 INSPIRE The Jewel House Beside KAPU Gems Near Kiran Hospital Vasta Devdi Rd Katargam Surat 395004,Company website,https://leranathdiamonds.com/contact-us/,"Medium-large - est 2014, ISO 9001, solar-powered factory",Factory address Jagdish Estate Lal Building near SMC Community Hall 395004
L0102,A,SME - direct,82,The Production House,Media/Video/Photo,Video production / ad films,Athwalines,Owner/Founder,+91 98201 40207,https://wa.me/919820140207,modishaivi@gmail.com,https://theproductionhouse.in/,GPU editing workstations; high-speed NAS & render storage; 10G networking; color-grading monitor; backup; AMC,Web series & YouTube shows scaling 4K content,Multi-city (Mumbai/Dubai/Surat); founded 2020; 11-50 staff,Contact found,"82, Narmad Nagar, Tennis Club, Athwalines, Surat",LinkedIn/company site,https://in.linkedin.com/company/the-production-house-surat,11-50 employees; Mumbai/Dubai/Surat,"Full-service: ads, product shoots, corporate films, web series, YouTube; strong growth signal"
L0078,A,SME - direct,82,French Crown,BPO/Logistics/Print,E-commerce/D2C,"Saroli / Mota Varachha, Surat",IT Head / Operations Manager,,,,https://frenchcrown.in/,bulk office/design PCs; e-comm/ERP servers; networking + firewall; warehouse CCTV; barcode/handhelds; AMC,"Rapid catalog growth (4000+ designs, 200 new styles/week); export 60%","Revenue grew 12cr (FY21) to 47.5cr (FY22), 4x; ships to 84 countries",Existence-verified (contact pending),"3001 AB/3002 AB, RRTM Phase 2 (Canal Road), Opp Orbit 2, Saroli, Surat - 395010; Corp office 428 Green Plaza, Y Golden Chowk, Mota Varachha, Surat - 394101",Company website,https://frenchcrown.in/pages/about-us,Mid-large (84 countries),"D2C menswear; online + offline; large Surat HQ + warehouse, strong growth"
L0080,A,SME - direct,82,B. Virani & Co.,Diamond & Bourse,Diamond cutting & polishing manufacturer,Varachha,Owner/Partner or IT/Security head,,,,http://www.bvirani.com/,Diamond-planning workstations (Sarine/DiamCalc); multi-floor managed networking; heavy CCTV + biometric access control; servers + NAS; office desktops; AMC,Large monthly throughput indicates ongoing tech upgrades,Long-established large processor scaling capacity,Existence-verified (contact pending),"B 7 8 9 10 Diamond Estate, Near Baroda Prestige, Varachha Road, Varachha, Surat 395006",Industry article + company site,https://www.naturaldiamonds.com/in/inside-the-world-of-diamonds/surat-the-heart-of-natural-diamnond-cutting-polishing-industry/,"50+ yrs; 22,000+ carats/month rough processed",Major natural-diamond cutting/polishing house; high-security manufacturing facility
L0081,A,SME - direct,82,KP Sanghvi & Sons LLP,Diamond & Bourse,Diamond & jewellery manufacturer,Tadwadi / Ichhapore,Owner/Partner or IT/Security head,,,,https://kpsanghvi.com/,Diamond-planning + jewellery CAD workstations; managed networking; CCTV + access control; servers + NAS; AMC,Dedicated women-empowerment cutting unit; multi-country,Third-generation conglomerate; diamonds + jewellery + infra,Existence-verified (contact pending),"Near Unia Mata Mandir, Tadwadi, Surat 395001; also Ichhapore unit",Company site + search snippet,https://kpsanghvi.com/about-us/,Founded 1965; ops India/USA/UAE/Botswana/Belgium/HK; women-focused Surat unit 100+,"Multiple Surat sites (Tadwadi, A.K. Road, Ichhapore)"
L0082,A,SME - direct,82,Sheetal Manufacturing Company Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,A.K. Road,Owner/Partner or IT/Security head,,,,https://www.sheetal.co/,Diamond-planning workstations; managed networking; CCTV + access control; servers + NAS; AMC,Technologically advanced Surat setups; De Beers sightholder,Global multi-office expansion,Existence-verified (contact pending),"Office 701, Plot 13, A-Wing, Sheetal Avenue, Nr Bhavani Circle, A.K. Road, Surat 395008",JustDial + search snippet,https://www.justdial.com/Surat/Sheetal-Manufacturing-Company-Near-Bhavani-Circle-A-K-Road/0261PX261-X261-140731163342-G5U6_BZDET,Est. 1985; global presence Antwerp/Dubai/Mumbai/Surat/HK/NY,Sheetal Group; among most tech-advanced setups in Surat
L0108,A,SME - direct,81,Surat National Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Ghod-dod Road,Branch Manager,,,,https://suratnational.bank.in/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network across Surat; security upgrades,"Branches in Navapura, Udhna, Pandesara, Bhagal",Existence-verified (contact pending),"310-A/310-B Canopus, 3rd Floor, Near Axis Bank, Ghod-dod Road, Surat-395007",Company site,https://suratnational.bank.in/branch/,Multi-branch UCB; corporate + head office,"HO at Navnidhi, Navapura"
L0112,A,SME - direct,80,Sarjan Architects & Project Consultants,Architecture & CAD/Engineering,Architecture / Project consultancy,Nanpura,Principal Architect / Partner,9879604444,https://wa.me/919879604444,admin@sarjanarchitects.com,https://sarjanarchitects.com/,GPU workstations for govt/corporate/high-rise CAD & rendering; dual monitors; NAS/server; backup; structured networking; AMC,"60+ yrs; government buildings, corporate offices, tall commercial/residential",Long-established firm; large-project pipeline,Contact found,"51, 5th Floor, River Palace A Wing, Opp. Old Civil Court, Nanpura, Surat 395001",Company website,https://sarjanarchitects.com/,Mid-large,Project-consultancy scale; large drawing volumes
L0113,A,SME - direct,80,Sopan Infotech Pvt. Ltd.,Architecture & CAD/Engineering,CAD/CAM mechanical design & SOLIDWORKS,Athwa Gate,Director / Owner,9725554395,https://wa.me/919725554395,info@sopaninfotech.com,https://www.sopaninfotech.com/,High-end GPU workstations for SOLIDWORKS 3D CAD + ESPRIT CAM + mechanical 3D modelling; dual monitors; NAS/server; backup; networking; AMC,SOLIDWORKS Authorized Reseller & Training Centre since 2012; mechanical 2D/3D drafting services,Authorised reseller + training centre; growing CAD/CAM services,Contact found,"2D, 2nd Floor, Dr. Mansukh Lal Tower, Opp. Dhiraj Sons, B/s Vanita Vishram College, Athwagate, Surat 395002",Company website,https://www.sopaninfotech.com/reach-us,Mid,Runs design-services + training labs (many CAD seats)
L0115,A,SME - direct,80,"Nanavati Auto (MG Motor, Piplod)",Automobile Dealership,Car dealer (MG Motor),Piplod,Dealer Principal / IT Head,918047493297,https://wa.me/918047493297,,https://dealers.mgmotor.co.in/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; AMC,Two MG outlets; EV (MG) focus,Nanavati Group brand addition; EV growth,Contact found,"Dumas Road, Piplod, Surat 395007, Opp Central Mall",Brand dealer site,https://dealers.mgmotor.co.in/mg-motor-nanavati-auto-showroom-car-dealer-piplod-surat-371954/Home,MG dealer (Nanavati Group); 2 outlets (Piplod + Pal Road),Second outlet Pal Road V4U Circle ph 918047494741
L0124,A,SME - direct,80,Marwadi Shares & Finance Limited,Finance & Professional,Stock / commodity broker,Ring Road,Branch Manager,0261-6644408,,,https://www.marwadionline.com/,multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Multiple Surat branches; trading-tech & security,WTC + Adajan offices,Contact found,"533/B World Trade Centre, Ring Road, Surat-395001",Company site,https://www.marwadionline.com/contact-us,National broker; multiple Surat offices,"Adajan office: Jay Complex, Anand Mahel Rd 0261-2730655"
L0125,A,SME - direct,80,South Gujarat Shares & Sharebrokers Ltd,Finance & Professional,Stock / commodity broker,Ring Road,Admin,0261-2601296,,,https://www.sgssl.co.in/,multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Regional brokerage; trading-tech upgrades,Long-standing South Gujarat broker,Contact found,"3rd Floor, Belgium Chambers, Opp Linear Bus Stop, Ring Road, Surat-395003",Company site,https://www.sgssl.co.in/Contact-us.aspx,Established regional sharebroking company,Also 2454647; equity broking & advisory
L0127,A,SME - direct,80,Jalaram Khichdi,Food & Hospitality SME,Restaurant (Gujarati),Parle Point,Owner (family-run),9327593300,https://wa.me/919327593300,jalaramkhichdi@gmail.com,jalaramkhichdi.in,POS/billing PCs; KOT printers; CCTV; multi-site Wi-Fi/networking; AMC,Expanded to 3 Surat outlets,Vesu + Adajan branches added - growth signal,Contact found,"L-17,18,19 Anmol Complex, Near Sargam Shopping Centre, Parle Point, Surat 395007",Website,https://www.jalaramkhichdi.in/contact.php,"Medium (3 outlets: Parle Point, Vesu, Adajan)",Owner-run multi-outlet; strong expansion; own website + email
L0140,A,SME - direct,80,Pachchigar Jewellers (Ashokbhai),Jewellery,Large retailer/showroom,Athwalines,Owner/Director,+91-9879010065,https://wa.me/919879010065,pachchigar.jewellers@gmail.com,https://pachchigarjewellers.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,Surat + Ahmedabad presence,Multi-city showrooms,Contact found,"200, SNS House, Opp. New Court Building, Lal Bunglow, Athwalines, Surat 395007",company_website,https://pachchigarjewellers.com/contact-us/,"Medium-large (gold/diamond/polki showroom, Surat + Ahmedabad)",Second phone +91-9512500744
L0153,A,SME - direct,80,Textile Export India Pvt Ltd,Textile Trade & Design,Garment/textile exporter,Ring Road,Owner / Partner,+919537548851,https://wa.me/919537548851,contact@textileexport.in,,bulk billing/POS desktops; CCTV; networking + Wi-Fi; server/NAS; textile-CAD workstation; AMC,Export to 42+ countries; e-commerce scale,42+ country exports; 200+ catalogs - strong growth,Contact found,"E-308, Kuberji Textile Park, Behind Belgium Square, Ring Road, Surat",B2B marketplace,https://www.indiamart.com/textile-export-india-private-limited/aboutus.html,Pvt Ltd; delivered to 42+ countries; 200+ brand catalogs,Phone +919537548851 / +919586784803; email contact@textileexport.in
L0114,A,SME - direct,80,"Kiran Motors (Maruti Suzuki Nexa, Vesu)",Automobile Dealership,Car dealer (Maruti Nexa),Vesu,Dealer Principal / Admin,,,,https://www.nexaofvesu.com/,DMS/billing desktops; showroom + workshop CCTV; networking + guest Wi-Fi; digital signage; AMC,Operates Nexa Vesu plus Ather EV outlets,Multi-brand group (Maruti + Ather + Suzuki two-wheeler),Existence-verified (contact pending),"Nexa showroom, Vesu, Surat",Brand dealer site,https://www.nexaofvesu.com/,Established Maruti dealer in Gujarat since 1986; also Ather/Suzuki,Kiran Motors Group runs Nexa of Vesu; long-established dealer
L0116,A,SME - direct,80,Nanavati Autowheels (Tata Commercial Vehicles),Automobile Dealership,Commercial vehicle dealer (Tata trucks),Kamrej,Dealer Principal / IT Head,,,,https://commercial-vehicles.fleetverse.tatamotors.com/,DMS/billing desktops; large workshop + lot CCTV; networking + Wi-Fi; digital signage; server/NAS; AMC,Trucks/tippers sales + large service yard,Nanavati Group multi-brand CV expansion,Existence-verified (contact pending),"451/B/2 NH 48, Gay Pagla Road, Dhoran Pardi, Near Fountain Hotel, Kamrej, Surat",Brand dealer site,https://commercial-vehicles.fleetverse.tatamotors.com/tata-motors-commercial-vehicle-dealer-nanavati-autowheels-truck-dealers-kamrej-surat-289248/Home,"Tata CV dealer (Nanavati Group, 25+ yrs)",Large CV yard = heavy CCTV/networking need
L0117,A,SME - direct,80,KGK Diamonds (I) Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,Varachha / Katargam,Owner/Partner or IT/Security head,,,,https://www.kgkgroup.com/,Diamond-planning workstations; multi-site managed networking; CCTV + biometric access; servers + NAS; AMC,Multi-site global group presence,Large international group,Existence-verified (contact pending),"2nd Floor, Millennium Diamond Complex, Near Harinandan Society, Varachha Road, Surat 395006; also Katargam units",JustDial + search snippet,https://www.justdial.com/jdmart/SURAT/K-G-K-Diamonds-Pvt-Ltd-Harinandan-Society-Varachha-Road/0261PX261-X261-110819174611-F3G7_BZDET/catalogue,KGK Group; multiple Surat units (Varachha + Katargam),KGK Group; several Surat addresses across Varachha & Katargam
L0119,A,SME - direct,80,Star Rays,Diamond & Bourse,Solitaire diamond manufacturer,Surat,Owner/Partner or IT/Security head,,,,https://starrays.com/,Diamond-planning workstations; managed networking; CCTV + biometric access; servers + NAS; AMC,Recently consolidated all manufacturing under one new roof,New consolidated factory build,Existence-verified (contact pending),"New 45,000 sq ft factory, Surat (all manufacturing consolidated)",Company site + search snippet,https://starrays.com/Info/AboutUs,"45,000 sq ft consolidated factory; flawless solitaire specialist",High-end FL solitaire maker; recent new factory = fresh fit-out
L0126,A,SME - direct,80,The Adinath Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Ring Road,Branch Manager,,,,https://adinathbank.in/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network; data-security upgrades,Begumpura + Ring Road branches,Existence-verified (contact pending),"B-1 To 6, Vakharia Market, Opp Abhishek Market, Ring Road, Surat-395002",Company site,https://adinathbank.in/,Non-scheduled UCB; multiple branches,"Branches incl New Textile Market, Begumpura"
L0142,A,SME - direct,80,Riddhi Corporation LLP,Lab-Grown Diamond,HPHT rough diamond grower / wholesaler,Ichhapore (Pal-Hazira Rd),Owner/Director,,,,http://rclgd.com/,GPU workstations for planning/grading; reactor/press-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,First introducer of HPHT lab-growing rough in India; GIA/IGI Type IIa & IIb wholesale,Pioneer HPHT grower at Gujarat Hira Bourse; established growing operation,Existence-verified (contact pending),Plot W-01A & W-01B Gem and Jewellery Park Gujarat Hira Bourse Ichhapore Pal-Hazira Road Surat 394510,Company website,https://rclgd.com/contactus,"Medium-large - 1st introducer of HPHT rough in India, est 2014",Contact email obfuscated on source; phone not visible
L0143,A,SME - direct,80,Bansal Super Market,Retail & Supermarket,Supermarket chain (regional),"Pandesara/Bamroli, Dindoli/Navagam",Owner / Purchase,,,,https://www.bansalsupermarket.com,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; back-office server; AMC,Multi-city regional expansion incl. Surat,Regional Gujarat chain - 7+ cities; expanding format,Existence-verified (contact pending),171 KSB Olympia Near Kailash Nagar Cross Rd Bamroli Althan Expy Pandesara; Opp Uma Plaza Kharvasa Rd Dindoli 394210,Company website + JustDial,https://www.bansalsupermarket.com/contact.php,"Multi-city chain (Surat, Vadodara, Mehsana, Halol, Godhra, Visnagar, Patan)",Gujarat-grown chain with HO; contact page available - follow up for direct number
