company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Sitaram Corporation|SME Manufacturing & Jobwork|Injection moulding plastic job work|Kamrej, Surat|117, Amrut Udhyog Nagar, Kholvad, Kamrej, Surat - 395006||||https://www.indiamart.com/proddetail/injection-moulding-plastic-job-works-27156977691.html|IndiaMART|Small injection-moulding job shop|shop-floor CCTV; networking; biometric attendance; billing PC; AMC|Glossy-finish moulding job work|Industrial estate plastics unit|58|C||Existence-verified (contact pending)|Glossy finish injection moulding plastic job works
V G Plastech|SME Manufacturing & Jobwork|Plastic injection molding|Kim, Surat|Plot No. 454, 455, Shubham Textile Hub, Main Canal Road, At Lindiyat, Ta-Mangrol, Surat - 394110||||https://dir.indiamart.com/surat/plastic-injection-molding-services.html|IndiaMART|Small plastics unit in Kim/Mangrol|shop-floor CCTV; networking + Wi-Fi; molding-line PCs; biometric attendance; AMC|New plot in textile hub - setup/expansion|Located in industrial textile hub|60|B||Existence-verified (contact pending)|Plastic injection molding, Kim area
PANKU PLASTIC POLYMERS|SME Manufacturing & Jobwork|Reprocessed plastic granules (dana)|Surat|Surat, Gujarat||+91 8047825275||https://dir.indiamart.com/surat/reprocessed-plastic-granules.html|IndiaMART|16 yrs TrustSEAL, small-medium recycler|shop-floor CCTV; networking; billing/ERP PC; biometric attendance; AMC|Reprocessing plant (granule output) capacity|16 years TrustSEAL verified; steady operations|66|B||Contact found|IndiaMART proxy number; reprocessed natural PP granules Rs 78/kg
Shreeji Krupa Plastic|SME Manufacturing & Jobwork|Reprocessed plastic granules (dana)|Surat|Surat, Gujarat|https://www.shreejikrupaplastic.com/|+91 8047635205||https://www.shreejikrupaplastic.com/reprocessed-plastic-granules.html|IndiaMART|Small-medium recycling unit|shop-floor CCTV; networking; billing/ERP PC; biometric attendance; AMC|Recycle PP granule production|Own website + IndiaMART; recycling unit|64|B||Contact found|IndiaMART proxy number; recycled polypropylene granules
Jairam Plastic Industries|SME Manufacturing & Jobwork|Reprocessed plastic granules (dana)|Surat|Surat, Gujarat||+91 8047835295||https://dir.indiamart.com/surat/reprocessed-plastic-granules.html|IndiaMART|Small plastics recycler|shop-floor CCTV; networking; billing PC; biometric attendance; AMC|Granule reprocessing capacity|Plastic dana manufacturer|60|B||Contact found|IndiaMART proxy number; reprocessed plastic granules
Krishna Packging|SME Manufacturing & Jobwork|Plastic bottles / jars / containers|Sachin, Surat|7/18, D-31, Susml, Hojiwala Ind Estate, Sachin, Surat - 394230|https://www.krishnapackagingindia.com/|7053136184||https://www.indiamart.com/krishnapackging-surat/profile.html|IndiaMART|Est. 2010, TrustSEAL, 89% response, small-medium|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|PET/HDPE bottle + jar production capacity|TrustSEAL certified, own website, high response rate|70|B|Chaitaliben Kanaiyalal Pipwala (CEO)|Contact found|10-digit mobile via HelloIndia listing; cream jar, PET/HDPE bottles, containers
Gold Packaging|SME Manufacturing & Jobwork|Non woven & saree packaging bags|Sachin GIDC, Surat|Sachin GIDC, Surat, Gujarat (est. 2006)||||https://www.indiamart.com/gold-packaging/profile.html|IndiaMART|Sole proprietorship est. 2006, small unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Non-woven + saree bag production|Owner-run sole proprietorship since 2006|60|B|Rinkesh Patel (Manager)|Existence-verified (contact pending)|Non woven bags, saree packaging bags
Sun Packaging|SME Manufacturing & Jobwork|Non woven & shopping bags|Katargam, Surat|Ved Road, Katargam, Surat, Gujarat (since 2000)||||https://www.indiamart.com/sun-packaging-surat/|IndiaMART|Since 2000, small-medium; GST 24AXGPD8598M1ZT|billing PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Non-woven + printed bag production|Operating since 2000; established base|62|B||Existence-verified (contact pending)|Non woven bags, printed non woven bags, shopping bags
West Coast Industries|SME Manufacturing & Jobwork|Non woven bags|Sachin, Surat|Plot No 33, 2nd Floor, Sachin Industrial Park, Road No. D-3, Sachin, Surat - 394230|https://www.westcoastindustries.in/|||https://www.westcoastindustries.in/non-woven-bag.html|IndiaMART|Small bag manufacturer|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Non-woven bag production capacity|Own website + Sachin industrial park unit|58|C||Existence-verified (contact pending)|Non woven bag manufacturer, Sachin
Popular Industries|SME Manufacturing & Jobwork|Non woven & BOPP bags|Bhatar Road, Surat|GR Floor, 1st & 2nd Floor, Plot No 28, Ravi Tej Industrial Society, Bhatar Road, Surat - 395017|https://www.popularbags.in/|||https://www.popularbags.in/|IndiaMART|Small-medium bag maker (multi-floor unit)|billing PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Multi-floor expansion; BOPP + non-woven lines|3-floor facility indicates growth|60|B||Existence-verified (contact pending)|Non woven bags, BOPP bags
Yaksh Polypack|SME Manufacturing & Jobwork|PP woven / BOPP laminated bags|Sachin, Surat|Sachin area, Surat (PP woven sacks)||+91 8047809153||https://dir.indiamart.com/surat/non-woven-bag.html|IndiaMART|Small-medium woven-sack unit|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|PP woven + BOPP laminated bag capacity|Woven sack production unit|62|B||Contact found|IndiaMART proxy number; PP woven & BOPP laminated bags (Surat listing)
Bhagwati Polyweave Pvt. Ltd.|SME Manufacturing & Jobwork|PP woven / BOPP bags / jumbo bags|Vanz, Sachin, Surat|Road No. 13, Plot No. B-14/20, Hojiwala Ind Estate, Village Vanz, Sachin Palsana Road, Sachin, Surat - 394230||||https://www.tradeindia.com/bhagwati-polyweave-pvt-ltd-1707481/|TradeIndia|Small-medium Pvt Ltd packaging unit|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|PP woven + jumbo bag production lines|Pvt Ltd, multiple product lines, owner-run|66|B|Kishan Agarwal (Director)|Existence-verified (contact pending)|PP woven bags, BOPP bags, food packing bags, jumbo bags
VR Fibc Jumbo Bag Industries|SME Manufacturing & Jobwork|FIBC / jumbo / PP bags|Lal Darwaja / Kim, Surat|502, Subha Square, Opp. Shivanjali Row House, Lal Darwaja Road, Surat - 395003|http://vrfibc.com/|||https://www.indiamart.com/vrfibc-jumbobag-industries/|IndiaMART|Small-medium FIBC manufacturer/exporter|billing/ERP PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|FIBC/jumbo bag export capacity (Kim unit too)|Own website, exporter, two locations|66|B|Raj Patel (owner)|Existence-verified (contact pending)|FIBC bags, jumbo bags, PP bags; UN-grade bags
Ugam Packaging|SME Manufacturing & Jobwork|Flexible packaging pouches|Sarthana Jakatnaka, Surat|901, Blue Point, Opposite D-Mart, Sarthana Jakatnaka, Surat - 395006|https://www.facebook.com/ugampackagings/|||https://www.indiamart.com/ugampackaging/profile.html|IndiaMART|Small-medium flexible-packaging maker|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Spice/snack pouch production (rotogravure)|Multi-industry pouch supplier, FB presence|64|B||Existence-verified (contact pending)|Spice, snacks & food packaging pouches
Swamy Packaging|SME Manufacturing & Jobwork|Flexible packaging / printed pouches|Surat|Surat, Gujarat||+91 8047523179||https://dir.indiamart.com/surat/printed-pouches.html|IndiaMART|Small flexible-packaging unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Printed pouch production capacity|Rotogravure/flexo pouch maker|60|B||Contact found|IndiaMART proxy number; flexible packaging pouches
Unique Bopp Co.|SME Manufacturing & Jobwork|BOPP / printed pouches|Surat|Surat, Gujarat||+91 8047680546||https://dir.indiamart.com/surat/printed-pouches.html|IndiaMART|Small packaging unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|BOPP pouch production capacity|Printed pouch supplier|58|C||Contact found|IndiaMART proxy number; printed pouches
Reliable Packaging|SME Manufacturing & Jobwork|Printed pouches / flexible packaging|Surat|Surat, Gujarat||+91 8047303962||https://dir.indiamart.com/surat/printed-pouches.html|IndiaMART|Small packaging unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Pouch production capacity|Printed pouch supplier|58|C||Contact found|IndiaMART proxy number; printed pouches
Baroda Packaging|SME Manufacturing & Jobwork|Printed pouches / flexible packaging|Surat|Surat, Gujarat||+91 8047650971||https://dir.indiamart.com/surat/printed-pouches.html|IndiaMART|Small packaging unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Pouch production capacity|Printed pouch supplier|57|C||Contact found|IndiaMART proxy number; printed pouches
Rapid Print Pack|SME Manufacturing & Jobwork|Printed corrugated boxes|Surat|Surat, Gujarat||+91 8047629352||https://dir.indiamart.com/impcat/offset-printing-boxes.html|IndiaMART|Small corrugated-box / print unit|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|Printed corrugated box production|Box printing + manufacturing|60|B||Contact found|IndiaMART proxy number; printed corrugated boxes Rs 4/piece
Viraj Packers|SME Manufacturing & Jobwork|Printed corrugated boxes|Surat|Surat, Gujarat||+91 8047835591||https://dir.indiamart.com/impcat/offset-printing-boxes.html|IndiaMART|Small corrugated-box unit|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|Corrugated box production capacity|Box manufacturer|58|C||Contact found|IndiaMART proxy number; printed corrugated boxes Rs 5/piece
Dilip Enterprises|SME Manufacturing & Jobwork|Packaging box printing|Surat|Surat, Gujarat||+91 8047790759||https://dir.indiamart.com/impcat/packaging-box-printing.html|IndiaMART|Small box-printing unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Box printing capacity|Top-rated box printing supplier|58|C||Contact found|IndiaMART proxy number; packaging box printing
Maruti Packaging|SME Manufacturing & Jobwork|Corrugated & custom boxes|Surat|Surat, Gujarat|https://www.marutipack.com/|||https://www.marutipack.com/|Company website|Small-medium box maker|billing/ERP PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Custom box production capacity|Own website; corrugated + custom boxes|58|C||Existence-verified (contact pending)|Corrugated & custom packaging boxes
Bhaavya Ecopack|SME Manufacturing & Jobwork|Corrugated boxes & paper tubes|Kosamba, Surat|Kosamba, Surat, Gujarat|https://www.bhaavyaecopack.com|||https://www.bhaavyaecopack.com|Company website|Small-medium eco-packaging maker|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|Corrugated box + paper tube lines|Own website; eco-packaging focus|58|C||Existence-verified (contact pending)|Corrugated boxes, paper tubes
Bhalala Digital Print|SME Manufacturing & Jobwork|Digital textile / fabric printing job work|Udhna, Surat|Ground Floor, Plot No. 14, Hariom Estate, Near Swaminarayan Temple, Udhna, Surat - 395002||||https://www.indiamart.com/bhalaladigitalprint/|IndiaMART|Sole proprietorship est. 2012, small unit|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; design PCs; biometric attendance; AMC|Digital print capacity (fabric/curtain/flag)|Owner-run since 2012; diversified printing|64|B||Existence-verified (contact pending)|Digital printed fabric, curtain fabric, flag printing; Rs 29/m
Verona Fashion|SME Manufacturing & Jobwork|Fabric screen printing job work|Surat|Surat, Gujarat (IndiaMART member since 2015)||||https://www.indiamart.com/proddetail/fabric-screen-printing-service-21929191388.html|IndiaMART|Small screen-printing unit|shop-floor CCTV; networking; billing PC; biometric attendance; AMC|Fabric screen printing capacity|IndiaMART member since 2015|58|C||Existence-verified (contact pending)|Fabric screen printing service
Sivam Prints|SME Manufacturing & Jobwork|Screen printing job work|Udhna, Surat|Udhna, Surat, Gujarat||||https://dir.indiamart.com/surat/screen-printing-services.html|IndiaMART|Small screen-printing job shop|shop-floor CCTV; networking; billing PC; biometric attendance; AMC|Screen printing job-work capacity (Rs 35/pc)|Job-work printer in Udhna|56|C||Existence-verified (contact pending)|Screen printing service at Rs 35/piece
Tejesvi Enterprises|SME Manufacturing & Jobwork|Textile screen printing job work|Surat|Surat, Gujarat||+91 8047685045||https://dir.indiamart.com/surat/textile-screen-printing-service.html|IndiaMART|Small textile screen-printer|shop-floor CCTV; networking; billing PC; biometric attendance; AMC|Textile screen printing capacity|Top-rated screen printing supplier|58|C||Contact found|IndiaMART proxy number; textile screen printing
B P Design Solution|SME Manufacturing & Jobwork|Textile screen printing / design job work|Surat|Surat, Gujarat||+91 8047527078||https://dir.indiamart.com/surat/textile-screen-printing-service.html|IndiaMART|Small print/design unit|shop-floor CCTV; networking; design PCs; billing PC; biometric attendance; AMC|Screen printing + design capacity|Design + printing services|58|C||Contact found|IndiaMART proxy number; textile screen printing
M. Hussain Textile|SME Manufacturing & Jobwork|Fabric dyeing job work|Surat|Surat, Gujarat||+91 8047763175||https://dir.indiamart.com/surat/fabric-dyeing-services.html|IndiaMART|Small dyeing job-work unit|shop-floor CCTV; networking + Wi-Fi; billing/ERP PC; biometric attendance; AMC|Fabric dyeing job-work capacity|Dyeing services provider|60|B||Contact found|IndiaMART proxy number; fabric dyeing services
A M Talpatriwala|SME Manufacturing & Jobwork|Garment stitching job work|Chowk Bazar, Surat|Chowk Bazar, Surat, Gujarat; GST 24AEYPT4502J1Z0||||https://www.indiamart.com/am-talpatriwala/|IndiaMART|Individual proprietor, small unit|billing PC; CCTV; networking; biometric attendance; AMC|Stitching job-work capacity|Owner-run proprietorship, GST verified|54|C||Existence-verified (contact pending)|Stitching service & garment job work
Janvi Stich|SME Manufacturing & Jobwork|Garment stitching job work|Udhna, Surat|Udhna, Surat, Gujarat||||https://dir.indiamart.com/surat/garment-job-work.html|IndiaMART|Small stitching job shop|billing PC; CCTV; networking; biometric attendance; AMC|Shirt stitching job-work capacity (Rs 100/pc)|Job-work stitching unit in Udhna|54|C||Existence-verified (contact pending)|Shirt stitching job work at Rs 100/piece
Texo Enterprises|SME Manufacturing & Jobwork|Garment stitching job work|Surat|Surat, Gujarat||||https://dir.indiamart.com/surat/garment-stitching-service.html|IndiaMART|Small stitching unit|billing PC; CCTV; networking; biometric attendance; AMC|Garment stitching capacity (Rs 99/pc)|Garment stitching service provider|54|C||Existence-verified (contact pending)|Garment stitching service at Rs 99/piece
Jyoti Jari Enterprise|SME Manufacturing & Jobwork|Zari / jari thread manufacturing|Surat|Surat, Gujarat||||https://www.indiamart.com/jyotijarienterprise/|IndiaMART|Small-medium jari maker/exporter|billing/ERP PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Zari thread production + export|Manufacturer, exporter, wholesaler|58|C||Existence-verified (contact pending)|Zari thread, 30 denier zari threads
Krishna Jari Traders|SME Manufacturing & Jobwork|Zari / jari thread manufacturing|Surat|Surat, Gujarat (est. 1999)||||https://www.indiamart.com/krishnajari-traders/|IndiaMART|Est. 1999, small-medium jari unit|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|Premium jari thread production|20+ years in business; multiple jari grades|58|C||Existence-verified (contact pending)|Jari thread, imitation HF jari, yellow touch jari
M R Jari Industries|SME Manufacturing & Jobwork|Zari yarn manufacturing|Surat|Surat, Gujarat (est. 2005)|https://www.indiamart.com/mrjariindustries/about-us.html|||https://www.indiamart.com/mrjariindustries/about-us.html|IndiaMART|Est. 2005, small-medium jari maker|billing/ERP PC; shop-floor CCTV; networking; biometric attendance; AMC|Metallic jari yarn production lines|Multiple yarn types (M/MX type); steady ops|58|C||Existence-verified (contact pending)|Zari yarn, M-type, MX-type, polyester metallic jari yarn
Bharat Masala Products|SME Manufacturing & Jobwork|Spices / masala manufacturing|Bhaga Talao, Surat|10/320 A, Opp. Natraj Apartment, Bhaga Talao, Surat - 395003|https://www.bharatmasala.com/|9265470310||https://www.bharatmasala.com/contact-us/|Company website|Small-medium owner-run masala unit|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Masala/blended spice production + retail|Own website + retail; brand presence|66|B||Contact found|10-digit mobile from company site; masala powder, blended spices; alt 9825209634
Mahesh Namkeen Private Limited|SME Manufacturing & Jobwork|Namkeen / snack food manufacturing|Surat|Surat, Gujarat||+91 8047645067||https://dir.indiamart.com/surat/namkeens.html|IndiaMART|Small-medium Pvt Ltd namkeen unit|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Namkeen production capacity (food-grade)|Pvt Ltd food processor|64|B||Contact found|IndiaMART proxy number; namkeen manufacturer
Welcome Farsan|SME Manufacturing & Jobwork|Namkeen / snack food manufacturing|Surat|Surat, Gujarat (est. 1995)||||https://www.indiamart.com/welcome-farsan/|IndiaMART|Est. 1995, small-medium farsan maker|billing/ERP PCs; shop-floor CCTV; networking; biometric attendance; AMC|Potato wafer + namkeen production|25+ years; established snack brand|60|B||Existence-verified (contact pending)|Potato wafers, special namkeen, snack foods
Kanak Food|SME Manufacturing & Jobwork|Khakhra / snack food manufacturing|Surat|Surat, Gujarat||||https://www.indiamart.com/kanak-gruh-udhyog/|IndiaMART|Small gruh-udyog food unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Khakhra production capacity|Multiple khakhra varieties|56|C||Existence-verified (contact pending)|Methi khakhra, sada khakra, masala khakra
Crispy Dhosa Khakhra Gruh Udyog|SME Manufacturing & Jobwork|Khakhra / snack food manufacturing|Surat|Surat, Gujarat (est. 2005)||||https://www.indiamart.com/crispy-dhosa-bite/|IndiaMART|Est. 2005, small gruh-udyog unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Khakhra production capacity|15+ years food production|56|C||Existence-verified (contact pending)|Masala khakhra, cheese dhosa khakhra
Parasmani Shri Mahila Gruh Udyog|SME Manufacturing & Jobwork|Khakhra / namkeen manufacturing|Surat|Surat, Gujarat (est. 2018)||||https://www.indiamart.com/khakhra-gruh-udhyog/|IndiaMART|Sole proprietorship est. 2018, small unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Newer unit (2018) - growth/setup phase|Owner-run, recently established|56|C||Existence-verified (contact pending)|Bhakarwadi namkeen, plain/masala khakhra
Harekrishna Gruh Udhyog|SME Manufacturing & Jobwork|Masala / spice manufacturing|Surat|Surat, Gujarat (est. 2006)||||https://www.indiamart.com/harekrishna-gruh-udhyog/|IndiaMART|Est. 2006, small spice unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Masala/hing/turmeric production|15+ years; multiple spice products|56|C||Existence-verified (contact pending)|Masala powder, compound hing, turmeric powder
R K Gruh Udhyog|SME Manufacturing & Jobwork|Papad manufacturing|Surat|Surat, Gujarat (est. 2017)||||https://www.indiamart.com/rk-gruh-udyog-surat/|IndiaMART|Est. 2017, small papad unit|billing PC; CCTV; networking; biometric attendance; AMC|Newer unit (2017) - growth phase|Owner-run, recently established|54|C||Existence-verified (contact pending)|Papad, plain papad
Mas Masala Gruh Udyog|SME Manufacturing & Jobwork|Masala / spice blends manufacturing|Nanpura, Surat|Nanpura, Surat, Gujarat|https://www.indiamart.com/masmasalagruhudyog/about-us.html|||https://www.indiamart.com/masmasalagruhudyog/about-us.html|IndiaMART|Small spice-blend unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Masala blend production (biryani/tikka)|Multiple branded masala blends|56|C||Existence-verified (contact pending)|Biryani, chicken/mutton gravy & tikka masala
H.H Gruh Udhyog|SME Manufacturing & Jobwork|Snack food / chaat manufacturing|Surat|Surat, Gujarat|https://m.indiamart.com/hh-gruh-udhyog/aboutus.html|||https://m.indiamart.com/hh-gruh-udhyog/aboutus.html|IndiaMART|Small snack-food unit|billing PC; CCTV; networking; biometric attendance; AMC|Chaat/snack production capacity|Basket chat puri, snack foods, chaat masala|54|C||Existence-verified (contact pending)|Basket chat puri, snack foods, chaat masala
Jay Radhe Gruh Udhyog|SME Manufacturing & Jobwork|Papad manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/jairadhegruhudhyog/nagali-papad.html|||https://www.indiamart.com/jairadhegruhudhyog/nagali-papad.html|IndiaMART|Small papad unit|billing PC; CCTV; networking; biometric attendance; AMC|Nagali papad production|Multiple papad varieties|54|C||Existence-verified (contact pending)|Nagali papad (masala/plain/small)
Suman Mahila Gruh Udhyog|SME Manufacturing & Jobwork|Papad manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/suman-mahila-gruh-udhyog/|||https://www.indiamart.com/suman-mahila-gruh-udhyog/|IndiaMART|Small mahila gruh-udyog unit|billing PC; CCTV; networking; biometric attendance; AMC|Papad production capacity|Women-run small unit|54|C||Existence-verified (contact pending)|Papad, red chilli papad
Tirupati Gruh Udhyog|SME Manufacturing & Jobwork|Namkeen / khakhra manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/tirupatigruhudhyog/|||https://www.indiamart.com/tirupatigruhudhyog/|IndiaMART|Small namkeen/khakhra unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Namkeen + khakhra production|Bhakarwadi + methi khakhra maker|56|C||Existence-verified (contact pending)|Bhakarwadi namkeen, methi khakhra
Mahavir Namkeens Private Limited|SME Manufacturing & Jobwork|Namkeen / snack food manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/mahavir-namkeens-pvtltd/profile.html|||https://www.indiamart.com/mahavir-namkeens-pvtltd/profile.html|IndiaMART|Small-medium Pvt Ltd namkeen unit|billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Namkeen production + processing capacity|Pvt Ltd food processor; unique namkeen range|62|B||Existence-verified (contact pending)|Mix farsan namkeen, namkeen snacks
J. J. Namkeen|SME Manufacturing & Jobwork|Snacks / chakli / biscuit manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/j-j-namkeen/|||https://www.indiamart.com/j-j-namkeen/|IndiaMART|Small snack-food unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Snacks/chakli/biscuit production|Multiple snack product lines|56|C||Existence-verified (contact pending)|Snacks, chakli, biscuits
BMK Enterprises|SME Manufacturing & Jobwork|Paper plate / bowl manufacturing|Surat|Surat, Gujarat|https://www.indiamart.com/bmk-enterprises-surat/|||https://www.indiamart.com/bmk-enterprises-surat/|IndiaMART|Small disposable-products unit|billing PC; shop-floor CCTV; networking; biometric attendance; AMC|Paper plate/bowl production capacity|Disposable paper products maker|56|C||Existence-verified (contact pending)|Paper plates, paper bowls
Packscape Ventures Private Limited|SME Manufacturing & Jobwork|Paper cup blanks / coated paper|Surat|Surat, Gujarat|https://www.indiamart.com/packscapeventures/|||https://www.indiamart.com/packscapeventures/|IndiaMART|Small-medium Pvt Ltd paper unit|billing/ERP PC; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC|Paper cup blank + coated paper production|Pvt Ltd; raw-material side of paper-cup chain|60|B||Existence-verified (contact pending)|Paper cup blank, paper roll, coated paper
