company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Dermafollix Hair Transplant & Skin Clinic|Wellness & Clinics SME|Skin/hair transplant clinic|Adajan / Parle Point|304, Rajcorner, Opp Vasupujya Residency, L.P. Savani Road, Adajan, Surat (also Sheron Plaza, Parle Point)|https://drpatki.com/|9601687529|surbhi@drpatki.com|https://drpatki.com/transformative-care-at-dermafollix-hair-transplant-and-skin-clinic-in-surat/|Business website|Owner-run skin/hair clinic|reception/billing PCs; CCTV; Wi-Fi; NAS for imaging; AMC|Hair transplant procedure suite|Adajan + Parle Point presence|66|B|Dr. Surbhi Patki (Co-Founder/MD)|Contact found|Email + mobile captured
Vani Skin Care|Wellness & Clinics SME|Skin/derma clinic|Sagrampura / Majura Gate|No. 206-209, Tirupati Chambers, Hanuman Sheri, Sagrampura, Ring Road, Surat||| |https://www.lybrate.com/surat/clinic/vani-skin-care-majura-gate|Lybrate|Owner-run; 31 yrs experience|reception/billing PCs; CCTV; Wi-Fi; AMC|Long-established derma practice|Established patient base|57|C|Dr. Rajesh Jain (Owner)|Existence-verified (contact pending)|Phone via Lybrate listing
Siddharth Hair Transplant Centre|Wellness & Clinics SME|Hair transplant/cosmetic clinic|Surat|Surat (address not in snippet)|https://siddharthhairtransplant.com/||| https://siddharthhairtransplant.com/|Business website|Owner-run hair restoration clinic|reception/billing PCs; CCTV; Wi-Fi; NAS for imaging; AMC|Procedure-based clinic|Dedicated hair restoration center|56|C||Existence-verified (contact pending)|Website 403; verify address/phone
Gym Flex|Wellness & Clinics SME|Gym/fitness center|Adajan|V-3 Corner, 4th Floor, Honey Park Road, Adajan Road, Surat 395009 (also Pal Gam)|https://www.facebook.com/GymFlexAdajan/|9327170936|gymflex123@gmail.com|https://nicelocal.in/surat/fitness/gym_flex/|Nicelocal|Owner-run gym; 2 locations; 4.7 rating|reception/billing PCs; CCTV; biometric access; Wi-Fi; access control; AMC|2-location operation; access control need|Adajan + Pal Gam outlets|72|B||Contact found|Gyms = strong biometric/CCTV/access-control fit
Fitness Fiesta Gym|Wellness & Clinics SME|Gym/fitness center|Town/Surat|M-2 to 6, Hirapana Shopping Center, Surat||9879008786| |https://contactwala.com/listing/fitness-fiesta-gym-surat/|Contactwala|Owner-run gym|reception/billing PCs; CCTV; biometric access; Wi-Fi; AMC|Membership management hardware|Owner-run fitness center|64|B||Contact found|Mobile captured
GYMSHINE|Wellness & Clinics SME|Gym/fitness center|Althan / Udhna|3rd Floor, Times World, Opp Magnus Mall, Bh Khatu Shyam Mandir, Althan-Bhimrad Canal Road, Althan, Surat 395007|https://gymshine.co.in/|8799004260| |https://gymshine.co.in/branches/|Business website|Owner-run; multi-branch (Althan + Udhna)|reception/billing PCs; CCTV; biometric access; Wi-Fi + networking; AMC|Multi-branch = networking need|Two+ branches in Surat|73|B||Contact found|Second branch 7043776045 (Udhna)
Gymnation - The Fitness Hub|Wellness & Clinics SME|Gym/fitness center|Athwa/Bhatar|Shop 1-7, 2nd Floor, Sheetal Shopping Centre, Bhatar Rd, Beside Turning Point, Athwa, Surat 395001||| |https://www.justdial.com/Surat/Gymnation-The-Fitness-Hub-Near-Turning-Point-Ghoddod-Road/0261PX261-X261-130529112126-Z1E4_BZDET|JustDial|Owner-run; est 2014; multi-branch (Adajan too)|reception/billing PCs; CCTV; biometric access; Wi-Fi; AMC|Established gym; access control|Athwa + Adajan branches|66|B||Existence-verified (contact pending)|Phone behind JustDial Show Number
AK Fitness Studio (Ladies)|Wellness & Clinics SME|Gym/fitness studio (ladies)|Adajan|2nd Floor, Keshav Arcade, Opposite Prime Arcade, Anand Mahal Road, Adajan, Surat 395009||| |https://www.justdial.com/Surat/Ak-Fitness-Studio-Only-Ladies-Opposite-Prime-Arcade-Adajan-Dn/0261PX261-X261-130803131924-Q8R1_BZDET|JustDial|Owner-run ladies studio; 4.5 rating|reception/billing PCs; CCTV; biometric access; Wi-Fi; AMC|Zumba/aerobics studio|Ladies-only niche|58|C||Existence-verified (contact pending)|Phone behind JustDial Show Number
K.P. Fitness Gym|Wellness & Clinics SME|Gym/fitness center|Adajan|Adajan Dn, Surat||| |https://fitmasto.com/en/k-p-fitness-gym-in-adajan-dn-surat/gym556|Fitmasto|Owner-run men+ladies gym|reception/billing PCs; CCTV; biometric access; Wi-Fi; AMC|Membership/access control|Owner-run neighborhood gym|56|C||Existence-verified (contact pending)|Phone via Fitmasto listing
Malay Dance & Zumba Fitness Studio|Wellness & Clinics SME|Fitness/dance studio|Adajan|U-85, C Wing Shreeji Arcade, Anand Mahal Rd, Adajan, Surat 395009||| |https://www.yogapositions.co.in/yp/india/gujarat/surat-district/surat/malay-dance-zumba-fitness-studio-dance-school-in-surat-gujarat/|Yogapositions|Owner-run dance+fitness studio|reception/billing PCs; CCTV; Wi-Fi; sound/AV; AMC|Studio operations|Owner-run studio|54|C||Existence-verified (contact pending)|Phone via listing
StepTune Dance Academy|Wellness & Clinics SME|Fitness/dance studio|Adajan|214, Second Floor, Western Business Hub, Adajan Road, Surat||| |https://www.urbanpro.com/surat/steptune-dance-academy-adajan-road/8935128|UrbanPro|Owner-run dance academy|reception/billing PCs; CCTV; Wi-Fi; AV; AMC|Studio operations|Owner-run academy|52|C||Existence-verified (contact pending)|Phone via UrbanPro listing
Tanishq Beauty Salon & Spa|Wellness & Clinics SME|Salon/spa|Adajan|2, Madhubha Park, Adajan Hazira Road, Opp Star Bazar, Near Adajan Fire Station, Adajan, Surat 395009|https://www.facebook.com/p/Tanishq-Beauty-salon-spa-100066942450706/|9913000282| |https://www.hindustanyellowpages.in/Surat/Tanishq-Beauty-Salon-AND-Spa/Adajan-Hazira-Road|Hindustan Yellow Pages|Owner-run salon+spa; 4.6 rating 340 reviews|reception/billing PCs; CCTV; Wi-Fi; AMC|Busy salon+spa|Established footfall|66|B||Contact found|Mobile captured (WhatsApp likely)
7 Unisex Salon|Wellness & Clinics SME|Salon (unisex)|Adajan|4, Surya Darshan Apartment, Opposite Bhulka Bhavan Market, Anand Mahal Road, Adajan Road, Surat 395009||| |https://www.justdial.com/Surat/7-Unisex-Salon-Opposite-Bhulka-Bhavan-Market-Adajan-Road/0261PX261-X261-131113120443-M6E6_BZDET|JustDial|Owner-run unisex salon|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run salon|Adajan location|55|C||Existence-verified (contact pending)|Phone behind JustDial Show Number
Zahra Unisex Salon|Wellness & Clinics SME|Salon (unisex)|Adajan|Shop No. 12-13, Western Arena, Near Madhuvan Circle, Green City Road, Adajan, Surat 395009||| |https://www.justdial.com/Surat/Zahra-Unisex-Salon-Near-Madhuvan-Circle-Adajan-Dn/0261PX261-X261-171225022646-D2F1_BZDET|JustDial|Owner-run unisex salon|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run salon|Madhuvan Circle location|54|C||Existence-verified (contact pending)|Phone behind JustDial Show Number
Riyaz's Unisex Salon|Wellness & Clinics SME|Salon (unisex)|Adajan|Marvella Business Hub, Hazira Road, Adajan, Surat 395009 (Opp New RTO)||| |https://www.justdial.com/Surat/Riyazs-Unisex-Salon-Near-Sneh-Sankul-Wadi-Anand-Mahal-Road/0261PX261-X261-170928184837-R6V1_BZDET|JustDial|Owner-run unisex salon|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run salon|New RTO area|54|C|Riyaz (Owner)|Existence-verified (contact pending)|Phone behind JustDial Show Number
Newme Unisex Salon|Wellness & Clinics SME|Salon (unisex)|Adajan|Shop UG-45, Raj Corner, L P Savani Road, Adajan Road, Surat 395009 (Near J K Petrol Pump)||| |https://www.justdial.com/Surat/Newme-Unisex-Salon-Near-J-K-Petrol-Pump-Adajan-Road/0261PX261-X261-201028103610-V2Z1_BZDET|JustDial|Owner-run unisex salon|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run salon|L P Savani Road|53|C||Existence-verified (contact pending)|Phone behind JustDial Show Number
Cocohead Unisex Salon|Wellness & Clinics SME|Salon (unisex)|Adajan Gam (Pal)|Pal Adajan, Adajan Gam, Surat||| |https://magicpin.in/Surat/Adajan-Gam/Beauty/Cocohead-Unisex-Salon-Pal-Adajan/store/160c669/|magicpin|Owner-run unisex salon|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run salon|Pal Adajan location|53|C||Existence-verified (contact pending)|Phone via magicpin listing
Blue Ocean Spa & Beauty|Wellness & Clinics SME|Spa/massage center|Vesu / City Light|Shop 105-106, Western Business Park, University Road, Vesu, Surat (also UG 14-15 Corner Point, City Light Rd)||| |https://www.clickedindia.net/c8bcjhqnui/blue-ocean-spa-and-beauty-surat.html|Clickedindia|Owner-run spa; 2 outlets|reception/billing PCs; CCTV; Wi-Fi; AMC|2-outlet spa operation|Vesu + City Light branches|58|C||Existence-verified (contact pending)|Phone via listing
Black Beauty Spa|Wellness & Clinics SME|Spa/massage center|Vesu|Vesu, Surat||9662268377| |https://www.helloindia.co/Surat/Black-Beauty-Spa/Vesu|HelloIndia|Owner-run spa/massage center|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-run spa|Vesu location|55|C||Contact found|Mobile captured
Reshape Slimming Wellness & Diet Center|Wellness & Clinics SME|Dietician/weight-loss center|Bhatar / Ghod Dod|Shop No-32 Rajhans Olympia, Bhatar Rd, Surat 395007|https://www.reshapeslimming.com/|7284825055| |https://www.lybrate.com/surat/clinic/reshape-slimming-wellness-diet-center-vesu|Lybrate|Owner-run diet center|reception/billing PCs; CCTV; Wi-Fi; AMC|Owner-led wellness center|Surat + Ahmedabad presence|58|C|Dt. Neelam Dhanagar (Owner/Founder)|Contact found|Mobile captured
Fitmantra Diet & Weight Loss Clinic|Wellness & Clinics SME|Dietician/weight-loss clinic|City Light|303, Unity Corner, Above Pantaloons, City Light Road, Surat 395007|https://www.fitmantra.com/|7069130102| |https://www.fitmantra.com/dietitians-team|Business website|Owner-run; est 2017; team of dietitians|reception/billing PCs; CCTV; Wi-Fi; AMC|Growing diet clinic w/ team|Team expansion since 2017|60|B|Amanat Kagzi (CEO/Founder)|Contact found|Mobile captured
Trevira Physiotherapy Clinic|Wellness & Clinics SME|Physiotherapy center|Rander Road / Nanavat|10, Disney House Apartment, Opp Shetrunjay Tower, Beside Shalby Hospital, Rander Road, Surat 395009|https://trevira-physiotherapy-clinic.ueniweb.com/|9712081125| |https://trevira-physiotherapy-clinic.ueniweb.com/|Business website|Owner-run; 16 yrs experience|reception/billing PCs; CCTV; Wi-Fi; AMC|Established physio practice|Long-running clinic|60|B|Dr. Pavan Bhagwagar (Owner)|Contact found|Mobile captured
Physio360|Wellness & Clinics SME|Physiotherapy center|Surat|Surat (address not in snippet)|https://physio360.ueniweb.com/|8866842520| |https://physio360.ueniweb.com/|Business website|Owner-run super-specialist physio clinic|reception/billing PCs; CCTV; Wi-Fi; AMC|New/modern clinic setup|Specialist physio venture|59|C||Contact found|Mobile captured; verify address
Darpan Physiotherapy & Fitness Center|Wellness & Clinics SME|Physiotherapy center|Adajan|Adajan Dn, Surat||| |https://www.practo.com/surat/clinic/darpan-physiotherapy-fitness-center-adajan-dn|Practo|Owner-run physio+fitness|reception/billing PCs; CCTV; Wi-Fi; AMC|Combined physio+fitness|Adajan location|57|C|Dr. Jenish Mehta (Owner)|Existence-verified (contact pending)|Phone via Practo listing
Physio Cure|Wellness & Clinics SME|Physiotherapy center|Vesu|G-12, Ground Floor, Someshwara Square, Canal Road, Opp Aagam Heritage Bungalows, Vesu, Surat||| |https://www.practo.com/surat/clinic/physio-cure-vesu-1|Practo|Owner-run physio clinic|reception/billing PCs; CCTV; Wi-Fi; AMC|Vesu growth corridor|Owner-run clinic|57|C|Dr. Nisha Parekh (Owner)|Existence-verified (contact pending)|Phone via Practo listing
Alpine Physio & Fitness|Wellness & Clinics SME|Physiotherapy center|Rander/Adajan|#313, Satyam Shopping Complex, Talwadi, Rander, Adajan Dn, Surat||| |https://www.practo.com/surat/physiotherapist|Practo|Owner-run physio+fitness|reception/billing PCs; CCTV; Wi-Fi; AMC|Combined physio+fitness|Adajan/Rander location|55|C|Dr. Jitendra S. Parmar (Owner)|Existence-verified (contact pending)|Phone via Practo listing
Rudra Eye Clinic|Wellness & Clinics SME|Eye clinic|Adajan|403-404, Western Corridor, Char Rasta, Near BAPS Hospital, Jalaram Society, Adajan, Surat 395009||| |https://www.hexahealth.com/surat/hospital/rudra-eye-clinic-adajan|HexaHealth|Owner-run eye clinic|reception/billing PCs; CCTV; Wi-Fi; NAS for imaging; AMC|Eye diagnostics equipment|Adajan location|59|C|Dr. Hardik Shroff (Owner)|Existence-verified (contact pending)|Phone via HexaHealth listing
Shreeji Eye Hospital|Wellness & Clinics SME|Eye clinic|Majura Gate|Majura Gate, Surat||7383561543| |https://www.justdial.com/Surat/Ophthalmologists/nct-10343851|JustDial|Owner-run eye clinic/small hospital|reception/billing PCs; CCTV; Wi-Fi; NAS; AMC|Eye care equipment|Majura Gate location|60|B||Contact found|Mobile captured
Patho Plus Diagnostic Laboratory|Wellness & Clinics SME|Diagnostic/pathology lab|Pal Gam|C-136, Monarch, TP 10, Gauravpath Road, Near Nakshatra Heights, Pal Gam, Surat 395009|https://www.pathopluslabs.com/|6351256871| |https://www.helloindia.co/Surat/Patho-Plus-Diagnostic-Laboratory/Pal|HelloIndia|Owner-run diagnostic lab; multi-collection|reception/billing PCs; CCTV; Wi-Fi + networking; LIS server/NAS; AMC|Sample-collection network; reporting systems|Multiple collection points|68|B||Contact found|Labs need LIS server + networking + AMC
Advance Diagnostic Laboratory|Wellness & Clinics SME|Diagnostic/pathology lab|Varachha|102, Param Doctor House, Lal Darwaja Station Rd, Lal Darwaja, Varachha, Surat 395003||| |https://www.mediyaar.com/surat/labs/advance-diagnostic-laboratory-varachha.html|Mediyaar|Owner-run pathology lab|reception/billing PCs; CCTV; Wi-Fi; LIS/NAS; AMC|Reporting/LIS systems|Varachha location|60|B||Existence-verified (contact pending)|Landline 02612451214 in snippet; mobile pending
Surat Pathology Laboratory|Wellness & Clinics SME|Diagnostic/pathology lab|Godadara|Shop 411-413, Shreeji Arcade, Near Godadara-Dindoli Road, Khodiyar Nagar, Godadara, Surat 394210||9328661125| |https://www.mediyaar.com/surat/labs/surat-pathology-laboratory-godadara.html|Mediyaar|Owner-run pathology lab|reception/billing PCs; CCTV; Wi-Fi; LIS/NAS; AMC|Reporting/LIS systems|Godadara industrial belt|62|B||Contact found|Mobile captured
Central Pathology Laboratory|Wellness & Clinics SME|Diagnostic/pathology lab|Mota Varachha|E/4-5, Besides Gangotri Residency Gate, Sudama Chowk, Mota Varachha, Surat 394101||9137641360| |https://www.mediyaar.com/surat/labs/surat-pathology-laboratory-godadara.html|Mediyaar|Owner-run pathology lab|reception/billing PCs; CCTV; Wi-Fi; LIS/NAS; AMC|Reporting/LIS systems|Growing Mota Varachha belt|62|B||Contact found|Mobile captured
Jan Suvidha Laboratory|Wellness & Clinics SME|Diagnostic/pathology lab|Adajan|2, Akshardham Soc., Opp Asian Physiotherapy Center, Gangeshwar Mahadev Road, Adajan, Surat|http://jansuvidhalab.com/|9510059690| |http://jansuvidhalab.com/contact.html|Business website|Owner-run lab; home-visit collection|reception/billing PCs; CCTV; Wi-Fi + networking; LIS/NAS; AMC|Home-collection + reporting systems|Home-visit service expansion|66|B||Contact found|Mobile captured; landline 02613130191
Royal Pathology Lab|Wellness & Clinics SME|Diagnostic/pathology lab|Adajan Patiya|313, 3rd Floor, Sangini Magnus, Rushabh Char Rasta, Suryapur Society, Adajan Patiya, Surat 395009||| |https://www.mediyaar.com/surat/labs/royal-pathology-lab-adajan-patiya.html|Mediyaar|Owner-run pathology lab|reception/billing PCs; CCTV; Wi-Fi; LIS/NAS; AMC|Reporting/LIS systems|Adajan Patiya location|58|C||Existence-verified (contact pending)|Phone via Mediyaar listing
Orkid Hospital & IVF Centre|Wellness & Clinics SME|IVF/specialty clinic|Vesu|5 & 6th Floor, Western Vesu Point, Near S.D Jain School, Vesu, Surat|https://www.orkidmedilife.com/|7211178917| |https://www.orkidmedilife.com/contact-us/|Business website|Owner/doctor-run IVF center (single facility)|reception/billing PCs; CCTV; biometric; Wi-Fi + networking; NAS; AMC|Single-facility IVF; equipment-heavy|Owner-doctor practice|70|B|Dr. Kaajal Mangukiya (Owner)|Contact found|Owner-run (NOT a national chain); good fit
Bliss IVF Fertility & Andrology Institute|Wellness & Clinics SME|IVF/specialty clinic|Athwa/Udhna Darwaja|3rd Floor, Le-Grand Building, Opp Apple Hospital, Near Udhna Darwaja, Ring Road, Surat||9904722213| |https://www.practo.com/surat/clinic/blissivf-fertility-and-andrology-institute-athwa|Practo|Owner/doctor-run IVF institute|reception/billing PCs; CCTV; biometric; Wi-Fi; NAS; AMC|Single-facility IVF lab|Owner-doctor practice|68|B|Dr. Pankaj Chaklashiya (Owner)|Contact found|Mobile captured; landline 02612633144
