company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
NJ India Invest Private Limited|Finance & Professional|NBFC / Wealth distribution|Udhna|Block No.901 & 902, 6th Floor, 'B' Tower, Udhna Udyog Nagar Sangh Commercial Complex, Central Road No.10, Udhna, Surat-394210|https://www.njgroup.in/|||https://www.njgroup.in/contact-us|Company site|Flagship NJ Group co., est. 1994; pan-India; AUM 2.9L cr+|large multi-seat desktops/workstations; data-centre servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Diversified into AMC, insurance broking, NBFC, tech|Large HQ; nationwide distributor network|92|A|Admin|Existence-verified (contact pending)|Mutual funds, PMS, insurance, NBFC, tech, training
Jainam Broking Limited|Finance & Professional|Stock / commodity broker|Piplod|Jainam House, Plot No.42, Near Shardayatan School, Piplod, Surat-395007|https://www.jainam.in/|0261 6725555||https://www.jainam.in/contact-us/|Company site|Large broker; multiple Surat offices; SEBI INZ000091934|multi-seat desktops/workstations + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Multiple Surat offices; trading-tech & data security|Offices at Athwalines, LP Savani + HQ|88|A|Admin|Contact found|customer.care@jainam.in; equity/commodity/derivatives
R Wadiwala Securities Private Limited|Finance & Professional|Stock / commodity broker|Limda Chowk|9/2003-4, Vishnu Priya, Main Road, Limda Chowk, Surat-395003|https://www.rwsec.com/|08401974767||https://www.rwsec.com/|Company site|75+ yrs in business; multiple Surat branches|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Branch network; portfolio mgmt & NRI services|Branches at Parle Point, Rander Road, Limda Chowk|84|A|Admin|Contact found|Stock broking, PMS, NRI investment advisory
South Gujarat Shares & Sharebrokers Ltd|Finance & Professional|Stock / commodity broker|Ring Road|3rd Floor, Belgium Chambers, Opp Linear Bus Stop, Ring Road, Surat-395003|https://www.sgssl.co.in/|0261-2601296||https://www.sgssl.co.in/Contact-us.aspx|Company site|Established regional sharebroking company|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Regional brokerage; trading-tech upgrades|Long-standing South Gujarat broker|80|A|Admin|Contact found|Also 2454647; equity broking & advisory
Marwadi Shares & Finance Limited|Finance & Professional|Stock / commodity broker|Ring Road|533/B World Trade Centre, Ring Road, Surat-395001|https://www.marwadionline.com/|0261-6644408||https://www.marwadionline.com/contact-us|Company site|National broker; multiple Surat offices|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Multiple Surat branches; trading-tech & security|WTC + Adajan offices|80|A|Branch Manager|Contact found|Adajan office: Jay Complex, Anand Mahel Rd 0261-2730655
JK Securities Private Limited|Finance & Professional|Stock / commodity broker|Athwa Gates|Opposite Athwa Gate Police Station, Athwa Gates, Surat|https://www.jksecurities.com/stock-broker-surat|||https://www.jksecurities.com/stock-broker-surat|Company site|Equity/derivatives/commodity brokerage|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Low-brokerage trading platform; tech needs|Surat broking office|72|B|Admin|Existence-verified (contact pending)|Equity, F&O, commodity, mutual funds
Jhaveri Securities Limited|Finance & Professional|Stock / commodity broker|Anand Mahal Road|Anand Mahal Road, Surat||||https://www.justdial.com/Surat/Jhaveri-Securities-Ltd-Anand-Mahal-Road/0261PX261-X261-090911120429-H1Z5_BZDET|JustDial|Broker with 8 sub-brokers in Surat|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Sub-broker network across Surat|8 sub-brokers in Surat|73|B|Admin|Existence-verified (contact pending)|Equity, commodity, derivatives, MF, currency
Sunidhi Securities & Finance Ltd|Finance & Professional|Stock / commodity broker|Surat||https://www.sunidhi.com/|||https://www.sunidhi.com/|Company site|Stock & commodity broking firm|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Trading-app/platform tech; data security|Stock & commodity trading solutions|66|B|Admin|Existence-verified (contact pending)|Listed among Surat brokers
Mirae Asset Sharekhan (K M Jhaveri) - Kanpith|Finance & Professional|Stock / commodity broker (sub-broker)|Kanpith|No 9/1651 & 1794, Opposite Lal Gate, Kanpith, Surat|https://stockbroker-branch.sharekhan.com/|||https://stockbroker-branch.sharekhan.com/sharekhan-k-m-jhaveri-stock-broker-kanpith-surat-9221/Home|Company site|Authorised partner/sub-broker office|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|Franchise broking office; trading-tech|Sharekhan authorised partner|62|B|Admin|Existence-verified (contact pending)|Sharekhan branch, Kanpith
Motilal Oswal (Dhruvesh Mehta) - Machiwad|Finance & Professional|Stock / commodity broker (sub-broker)|Machiwad|UG-5, Highfield Ascot, VIP Road, Machiwad, Surat|https://stockbroker.motilaloswal.com/|||https://stockbroker.motilaloswal.com/motilal-oswal-financial-services-limited-dhruvesh-mehta-stock-broker-machiwad-surat-121153/Home|Company site|Authorised broker franchise office|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|Franchise broking office; trading-tech|Motilal Oswal authorised branch|62|B|Admin|Existence-verified (contact pending)|Motilal Oswal branch, Machiwad
Angel One Ltd - Surat Office|Finance & Professional|Stock / commodity broker|Rustampura|Rustampura, Surat|https://stockbroker.angelone.in/location/gujarat/surat|||https://stockbroker.angelone.in/angel-one-ltd-surat-office-stock-broker-rustampura-surat-528841/Contact-Us|Company site|National broker branch office|multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|Branch broking office; trading-tech|Angel One Surat branch|65|B|Admin|Existence-verified (contact pending)|Online trading & broking, Rustampura
Aum Insurance Brokers Pvt Ltd|Finance & Professional|Insurance broker|L P Savani|School, L P Savani Circle, Surat-395009|||9825264988|https://policyholder.gov.in/en/web/guest/list-of-brokers|IRDAI registry|IRDAI-registered Life & General broker|multi-seat desktops; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|IRDAI compliance; client-data security|Active IRDAI broker license|66|B|Admin|Contact found|IRDAI Life & General broker; LP Savani
NJ Insurance Brokers Pvt Ltd|Finance & Professional|Insurance broker|Udhna|Block No 502, 2nd Floor, B Tower, Udhna Udyog Nagar Sangh Commercial Complex, Surat-394210|https://www.njgroup.in/|||https://policyholder.gov.in/en/web/guest/list-of-brokers|IRDAI registry|NJ Group insurance-broking arm; License DB447/09|multi-seat desktops; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|Group expansion; insurance-broking growth|Part of large NJ Group|74|B|Admin|Existence-verified (contact pending)|IRDAI broker DB447/09; NJ Group
LIC Service Center (Ravindra Patil)|Finance & Professional|Insurance / financial advisory|Surat||https://licservicecenter.in/|+91-7016306447|ravipatil@licservicecenter.in|https://licservicecenter.in/|Company site|LIC agent / investment advisory office|desktops; data server + NAS backup; networking/firewall; CCTV; UPS; AMC|Advisory office digitization; client data security|Investment-advisory + LIC services|58|C|Proprietor|Contact found|LIC Branch 2863; investment advisor
FYNXT|Finance & Professional|Fintech|Surat||https://tracxn.com/d/explore/fintech-startups-in-surat-india|||https://tracxn.com/d/explore/fintech-startups-in-surat-india/__2s5hTjsX_EUHdNkzuyxJc3BVnfQMbXfsqixnWbbwA2s/companies|Startup directory|Funded fintech startup ($5M raised)|multi-seat desktops/workstations; servers + NAS backup; networking/firewall; CCTV; UPS; AMC|Recent funding; team growth; office build-out|$5M funding; highest among Surat fintech|70|B|Admin|Existence-verified (contact pending)|Top-funded Surat fintech per Tracxn
NJ Technologies|Finance & Professional|Fintech|Surat||https://www.njgroup.in/|||https://tracxn.com/d/explore/fintech-startups-in-surat-india/__2s5hTjsX_EUHdNkzuyxJc3BVnfQMbXfsqixnWbbwA2s/companies|Startup directory|NJ Group technology arm|multi-seat desktops/workstations; servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC|Fintech/tech expansion within NJ Group|Part of large NJ Group|72|B|Admin|Existence-verified (contact pending)|Fintech listed among Surat startups
