company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Pashupati Textile Market|Textile Trade & Design|Textile market complex|Moti Begumwadi / Ring Road|4034, Ring Road, Moti Begumwadi, New Textile Market, Surat 395003||||https://surattextilemarkets.com/pashupati-textile-market/|Market directory|Old, active market|complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; AMC|Older market - ripe for CCTV/network upgrade/refresh|One of oldest active markets in New Textile cluster|72|B|Market management / association office|Existence-verified (contact pending)|Ageing infra = upgrade/AMC opportunity
451 Textile Market|Textile Trade & Design|Textile market complex|Ring Road|451 Textile Market, Ring Road, Surat||||https://surattextilemarkets.com/451-textile-market/|Market directory|Major wholesale hub|complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; AMC|Wholesale digitization|Major saree/kurti/dress-material hub|73|B|Market management / association office|Existence-verified (contact pending)|Ring Road cluster; standard market infra needs
Radha Krishna Textile Market|Textile Trade & Design|Textile market complex|Moti Begumwadi / Ring Road|Radha Krishna Textile Market, Ring Road, Moti Begumwadi, Surat 395002||||https://www.bharatibiz.com/en/radha-krishna-textile-market-ring-road-098259-40069|Business directory|Wholesale market|complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; AMC|Wholesale digitization|Established Ring Road wholesale market|72|B|Market management / association office|Contact found|Listing phone 098259 40069 (bharatibiz)
Globale Textile Market|Textile Trade & Design|Textile market complex|Umarwada / Bombay Market area|Globale Textile Market, Bombay Market area, Umarwada, Surat 395010||||https://surattextilemarkets.com/globale-textile-market/|Market directory|Large market|complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; AMC|Wholesale digitization|Part of Umarwada/Bombay market cluster|71|B|Market management / association office|Existence-verified (contact pending)|Umarwada belt; standard complex needs
Bombay Market|Textile Trade & Design|Textile market complex|Umarwada|Bombay Market, Punagam Rd, Umarwada, Surat||||https://www.textileinfomedia.com/market/Bombay-Market|Market directory|Large; ready-to-stitch dress materials|complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; AMC|High-volume dress-material trade|Renowned for ready-to-stitch dress materials|72|B|Market management / association office|Existence-verified (contact pending)|Dress-material hub; bulk billing demand
FOSTTA (Federation of Surat Textile Traders Association)|Textile Trade & Design|Textile traders association|Ring Road / Millennium Market|FP-143/144, Ground Floor, Millennium Textile Market, Surat 395002|https://fostta.com/|||https://www.zaubacorp.com/FEDERATION-OF-SURAT-TEXTILES-ASSOCIATION-U85300GJ2022NPL130054|Corporate registry|Apex body for ~60,000+ textile traders|office IT: desktops, networking, Wi-Fi, CCTV; AMC; gateway to member markets|Industry-wide digitization drives|Apex federation - influence over all Ring Road markets|80|A|Federation office bearers / secretariat|Existence-verified (contact pending)|Strategic relationship - door-opener to entire trader base; CIN U85300GJ2022NPL130054
Sitaram Creation Pvt. Ltd.|Textile Trade & Design|Saree manufacturer/wholesaler|Millennium / JJ Market, Ring Road|81/82, 1st Floor, Sidhhi Vinayak Industrial Estate, Behind Ashoka Hotel, Opp Smimer Hospital, Millennium Textile Market, Surat 395002||||https://www.indiamart.com/sitaramcreation/|B2B marketplace|Pvt Ltd; estd 2002; multi-location|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Multiple showrooms (Millennium + JJ + Kalathiya unit)|Multi-location expansion; manufacturing + wholesale|76|A|Owner / Partner|Existence-verified (contact pending)|Operates across Millennium, JJ AC Market and Kalathiya Estate unit; 4.5-4.8 rating
Yadu Nandan Fashion|Textile Trade & Design|Saree/ethnic wear manufacturer-exporter|Ring Road|2002-2005, 2015-18, Jai Radhe Textile Market, Beside Anand Market, Near Shreeji Market, Ring Road, Surat 395002|https://ynfonline.com/|||https://www.indiamart.com/yadunandan-fashions-surat/profile.html|B2B marketplace|Estd 1990; global ethnic-wear exporter|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Global export growth; e-commerce site (ynfonline.com)|Diverse range; exporter; own e-commerce platform|78|A|Mr. Rinkesh Agarwal (Owner/Partner)|Existence-verified (contact pending)|Contact person Rinkesh Agarwal; sarees, lehengas, suits, jewelry; export-focused
Sachin Prints|Textile Trade & Design|Dress material / saree wholesaler|Ring Road / Raghukul Market|B-3126-29, Lift No. 13-15, B-Wing, 1st Floor, Gate No.3, Raghukul Market, Near Kamela Darwaza, Ring Road, Surat||||https://www.indiamart.com/sachin-prints-surat/|B2B marketplace|Estd 2004; wholesaler/distributor|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization; catalogue selling|Established print fabric wholesaler|66|B|Owner / Partner|Existence-verified (contact pending)|Printed rayon/cotton fabric, sarees, kurtis, readymade
Ekta International|Textile Trade & Design|Saree wholesaler|Ring Road / Millennium Market|I-2491-92, Upper Ground, Millennium Textile Market, Ring Road, Surat 395002||||https://www.justdial.com/Surat/Ekta-International-Ring-Road/0261PX261-X261-131212152240-N9I5_BZDET|Business directory|Estd 1997; wholesaler|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Long-established (since 1997)|64|B|Owner / Partner|Existence-verified (contact pending)|Saree wholesaler in Millennium market
Ekta Fashion Pvt Ltd|Textile Trade & Design|Dress material wholesaler|Ring Road / Shree Mahalaxmi Market|Shop 518-521, Upper Ground, Shree Mahalaxmi Market, Ring Road, Surat 395002||||https://www.justdial.com/Surat/Ekta-Fashion-Pvt-Ltd-Ring-Road/0261PX261-X261-110406194143-S5F1_BZDET|Business directory|Pvt Ltd; estd 1997|bulk billing/POS desktops; CCTV; networking + Wi-Fi; server/NAS; AMC|Wholesale digitization|Pvt Ltd, established 1997|66|B|Owner / Partner|Existence-verified (contact pending)|Dress material wholesaler
Ekta Creation|Textile Trade & Design|Saree wholesaler|Ring Road|Ring Road, Surat, Gujarat||||https://www.indiamart.com/ekta-creation-surat/|B2B marketplace|Wholesaler of ladies/Indian sarees|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Active IndiaMART wholesaler|62|B|Owner / Partner|Existence-verified (contact pending)|Ladies saree, Indian saree wholesaler
Shree Sarees|Textile Trade & Design|Saree manufacturer|Ring Road|Ring Road, Surat||||https://www.indiamart.com/shree-sarees-surat/profile.html|B2B marketplace|Estd 1996; manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Embroidered/party-wear range expansion|Long-established manufacturer (since 1996)|66|B|Owner / Partner|Existence-verified (contact pending)|Embroidered sarees, party wear, traditional
Sareez House|Textile Trade & Design|Designer saree manufacturer/wholesaler|Ring Road|Ring Road, Surat||||https://www.indiamart.com/sareez-house/aboutus.html|B2B marketplace|Manufacturer + wholesaler; ladies wear|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Bridal/Bollywood-replica range; export|Designer/bridal range; domestic + intl|68|B|Owner / Partner|Existence-verified (contact pending)|Designer sarees, bridal, lehengas, suits
Saree Studio|Textile Trade & Design|Designer saree manufacturer/exporter|Ring Road|Ring Road, Surat||||https://www.indiamart.com/saree-studio-surat/about-us.html|B2B marketplace|Estd 2011/2013; designing dept w/ modern machinery|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|In-house design dept; export; growth|Dedicated designing/QC/warehousing departments|72|B|Owner / Partner|Existence-verified (contact pending)|Has own designing department - CAD workstation candidate
Suryavanshi Creation Pvt. Ltd.|Textile Trade & Design|Saree/ethnic wear manufacturer-wholesaler|Ring Road|Textile Market, Ring Road, Surat|https://www.suryavansicreation.com/about-us|||https://www.suryavansicreation.com/about-us|Company website|25+ yrs; 5000+ ready-to-ship designs|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|24x7 online support; large catalogue; export (Indian+Pakistani wear)|5000+ designs; B2B platform; export growth|74|B|Owner / Partner|Existence-verified (contact pending)|Tech-forward (live chat/WhatsApp/email 24x7); strong digital ops
Sunrise Fashion|Textile Trade & Design|Designer saree wholesaler|Ring Road / Millennium Market|D-2177, 2178 Millennium Textile Market, 80 Feet Road, Ring Road, Surat 395002||||https://www.justdial.com/Surat/Sunrise-Fashion-Exclusive-Fancy-Printed-Designer-Sarees-Ring-Road/0261PX261-X261-131210214644-S5L8_BZDET|Business directory|Estd 2008; fancy printed designer sarees|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Established 2008; two locations|64|B|Owner / Partner|Existence-verified (contact pending)|Also at Vardhman Textile Market; fancy printed/designer sarees
V.S. Prints|Textile Trade & Design|Saree wholesaler|Ring Road|Ring Road, Surat||||https://www.justdial.com/Surat/VS-Prints-Ring-Road/0261PX261-X261-131215190831-B2G2_BZDET|Business directory|Saree wholesaler|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Listed Ring Road wholesaler|60|B|Owner / Partner|Existence-verified (contact pending)|Saree wholesaler, Ring Road
Soham Creation|Textile Trade & Design|Saree manufacturer/wholesaler|Umarwada / Ring Road|Umarwada, Surat||||https://magicpin.in/Surat/Umarwada/Fashion/Soham-Creations/store/207357/reviews/|Business directory|Saree manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Listed saree manufacturer|60|B|Owner / Partner|Existence-verified (contact pending)|Top saree manufacturer listing near Ring Road
Shree Binni Prints|Textile Trade & Design|Saree manufacturer|Silk City Textile Market|Silk City Textile Market, Surat||||https://ajmeratrends.com/details/top-10-saree-manufacturer-in-surat|Industry guide|Manufacturer; domestic + intl|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Export to international markets; embroidered range|Domestic + international customer base|66|B|Owner / Partner|Existence-verified (contact pending)|Embroidered sarees and dresses; export
Ajmera Fashion Limited|Textile Trade & Design|Saree manufacturer/exporter|Surat (Ring Road textile cluster)|Surat, Gujarat|https://www.ajmerafashion.com/|||https://www.ajmerafashion.com/about-us.htm|Company website|Limited co.; since 2011; 32+ yr legacy; worldwide shipping|bulk billing/POS desktops; dense CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Worldwide shipping; large catalogue; e-commerce|Public-facing brand; global shipping; large scale|78|A|Owner / Management|Existence-verified (contact pending)|Large branded manufacturer; multiple product sites; strong digital/e-com ops
Textile Export India Pvt Ltd|Textile Trade & Design|Garment/textile exporter|Ring Road|E-308, Kuberji Textile Park, Behind Belgium Square, Ring Road, Surat||+919537548851|contact@textileexport.in|https://www.indiamart.com/textile-export-india-private-limited/aboutus.html|B2B marketplace|Pvt Ltd; delivered to 42+ countries; 200+ brand catalogs|bulk billing/POS desktops; CCTV; networking + Wi-Fi; server/NAS; textile-CAD workstation; AMC|Export to 42+ countries; e-commerce scale|42+ country exports; 200+ catalogs - strong growth|80|A|Owner / Partner|Contact found|Phone +919537548851 / +919586784803; email contact@textileexport.in
Wholetex|Textile Trade & Design|Wholesale textile trader/exporter|Surat|Surat, Gujarat|https://www.wholetex.com/|+919137381212||https://www.wholetex.com/|Company website|Online wholesale; catalogues/sarees/suits/kurtis|bulk billing/POS desktops; CCTV; networking + Wi-Fi; server/NAS; AMC|E-commerce/wholesale-online model; export|Online B2B platform; export-oriented|74|B|Owner / Partner|Contact found|Phone +919137381212 / +919327773330; online wholesale trader & exporter
Clothing Exporter|Textile Trade & Design|Garment exporter (kurti/saree/salwar)|Surat|Surat, Gujarat|https://clothingexporter.com/|||https://clothingexporter.com/|Company website|10+ yrs; wholesale + export|bulk billing/POS desktops; CCTV; networking + Wi-Fi; server/NAS; AMC|Export growth; bulk/wholesale orders|10+ years; export-focused operations|72|B|Owner / Partner|Existence-verified (contact pending)|Wholesale kurtis, sarees, salwar kameez; export
Riya Fashions|Textile Trade & Design|Garment exporter (stitched suits/digital print)|Ring Road / Radha Krishna Market|Radha Krishna Textile Market, Ring Road, Surat||+912612478899|export@riyafashions.com|https://www.indiamart.com/riyafashion-surat/aboutus.html|B2B marketplace|Garment exporter; premium stitched suits|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Digital-print fabrics; export growth|Premium stitched suits + digital-print export|76|A|Owner / Partner (Export)|Contact found|Phone +912612478899; email export@riyafashions.com; digital-print fabrics
Clothbaba|Textile Trade & Design|Ladies readymade garment manufacturer|Surat|Surat, Gujarat|https://clothbaba.com/|||https://clothbaba.com/|Company website|Leading women's RMG manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Manufacturing scale; e-commerce push|Self-described No.1 ladies RMG manufacturer|72|B|Owner / Partner|Existence-verified (contact pending)|Kurtis, suits, gowns, co-ord sets, western wear
Shyam Texturisers Private Limited|Textile Trade & Design|Textile manufacturer/exporter|Surat|Surat, Gujarat||||https://www.indiamart.com/impcat/readymade-garments.html|B2B marketplace|Estd 1992; turnover Rs 25-50 Cr|bulk billing/POS desktops; dense CCTV; networking + Wi-Fi; server/NAS; AMC|Established large turnover; manufacturing scale|Rs 25-50 Cr turnover; since 1992|78|A|Owner / Management|Existence-verified (contact pending)|Large established manufacturer-exporter; high IT spend potential
Ambaji Tex Fab|Textile Trade & Design|Dress material / fabric manufacturer|Saroli|Saroli, Surat||||https://www.indiamart.com/ambaji-tex-fabsurat/profile.html|B2B marketplace|Estd 2005; apparel/fabric brand|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Manufacturing growth|Established apparel/fabric manufacturer (2005)|66|B|Owner / Partner|Existence-verified (contact pending)|Saroli industrial belt manufacturer
Sunil Tex Fab Pvt. Ltd.|Textile Trade & Design|Dress material/fabric manufacturer-exporter|Surat|Surat, Gujarat|https://www.suniltexfab.com/|||https://www.suniltexfab.com/dress-material-garment-fabric.html|Company website|Pvt Ltd; manufacturer/wholesaler/exporter|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC|Export + wholesale; manufacturing|Manufacturer + wholesaler + exporter|72|B|Owner / Partner|Existence-verified (contact pending)|Dress material & garment fabric
Keshav Madhav Fashion|Textile Trade & Design|Designer saree manufacturer|Surat|Surat, Gujarat|https://www.keshavmadhavfashion.com/|+918047633966||https://www.keshavmadhavfashion.com/printed-saree.html|Company website|Ladies fancy designer saree manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Printed/designer range; digital selling|Branded saree manufacturer w/ own site|66|B|Owner / Partner|Contact found|Phone +918047633966; printed/designer sarees
Pionex Fab|Textile Trade & Design|Digital-print saree manufacturer|Surat|Surat, Gujarat|https://pionexfab.com/|||https://pionexfab.com/digital-print-saree|Company website|Digital-print saree manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD/print workstation; server/NAS; AMC|Digital printing tech adoption; modern production|Digital-print specialization = compute-heavy|70|B|Owner / Partner|Existence-verified (contact pending)|Digital print = strong CAD/print-server workstation need
Sitaram Sarees|Textile Trade & Design|Saree manufacturer|Ring Road|Ring Road, Surat||||https://www.indiamart.com/sitaramsarees/|B2B marketplace|Bollywood/fancy saree manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; AMC|Wholesale digitization|Bollywood/fancy saree manufacturer|62|B|Owner / Partner|Existence-verified (contact pending)|Distinct from Sitaram Creation; Bollywood fancy sarees
Rudraksh Sarees|Textile Trade & Design|Designer/party-wear saree manufacturer|New Textile Market|New Textile Market, Surat||||https://www.indiamart.com/rudrakshsarees/profile.html|B2B marketplace|Party-wear/designer/bridal manufacturer|bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; AMC|Bridal/designer range; export|Party-wear, designer, bridal sarees|66|B|Owner / Partner|Existence-verified (contact pending)|Modern fancy/bridal sarees; exporter
Artistic Designing Studio|Textile Trade & Design|Textile/Jacquard CAD design studio|Sachin GIDC|Sachin GIDC, Surat, Gujarat|https://www.artisticdesigningstudio.com/|||https://www.artisticdesigningstudio.com/about/|Company website|Founded 2018; 27+ yrs designer experience|textile-CAD/Jacquard design workstation; high-spec PCs; CCTV; networking + Wi-Fi; NAS for design files; AMC|Rapier Jacquard/CAD design demand growth|Specialist design studio - core CAD workstation buyer|74|B|Founders (Chetan Bhanderi / Vijay Patel)|Existence-verified (contact pending)|Rapier Jacquard, textile, garment, saree designing via CAD - prime workstation lead
Maruti Education of Design / Maruti Institute of Design|Textile Trade & Design|Textile CAD design institute/studio|Udhna|T-28, Silicon Shoppers, 3rd Floor, Udhana Main Rd, opp. Satya Nagar, Udhana, Surat 394210|https://www.marutieducationofdesign.com/|+919904512600||https://www.marutieducationofdesign.com/|Company website|Estd 2005; institute w/ multiple branches|textile-CAD/Jacquard/embroidery/digital-print design workstations (lab); networking + Wi-Fi; CCTV; server/NAS; AMC|Multiple branches (Udhna, Yogichowk) - expansion|Computerized design institute; multi-branch growth|76|A|Owner / Management|Contact found|Phone +919904512600; CAD design lab = bulk workstation + lab networking buyer
Rudraksh Graphics|Textile Trade & Design|Textile/saree CAD design studio|Udhna|Udhana, Surat, Gujarat|https://textilepages.com/rudraksh-graphics|+918069728221||https://www.indiamart.com/rudraksh-graphics-surat/|B2B marketplace|Textile design studio (saree/dress/kaftan)|textile-CAD design workstation; high-spec PCs; networking + Wi-Fi; NAS; CCTV; AMC|Design-services demand; digital print patterns|Specialist textile-design studio - CAD buyer|70|B|Owner / Partner|Contact found|Phone +918069728221; designs for saree/dress/kaftan/allover - core CAD workstation lead
