company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Orange Engineering|GIDC Manufacturing|Engineering / Textile Machinery|GIDC Sachin|Sachin GIDC, Surat, Gujarat|https://orangeengineering.in/|||https://orangeengineering.in/|Company website|Small-Medium (estd 2011; weaving machinery)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Launched first service centre in Sachin GIDC with parts & engineers|New service centre opened; growing machinery business|58|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|State-of-the-art weaving machinery
Globela Pharma Pvt Ltd|GIDC Manufacturing|Pharmaceuticals|GIDC Sachin|Plot No. 357 & 358, Road No 3, Near Ginza Industries, GIDC Sachin, Surat 394230, Gujarat|https://globelapharma.com/|+91 78618 51969|sales@globelapharma.com|https://globelapharma.com/contact/|Company website|Medium (WHO-GMP/ISO; oncology & nephrology)|ERP servers + storage; plant & office desktops; industrial PCs; large-area CCTV; networking + Wi-Fi; biometric access; AMC|Exports; oncology/nephrology formulations; GMP compliance|Founded 1996; WHO-GMP certified formulations|66|B|IT Manager / QA Head / Purchase|Contact found|Oncology & nephrology finished/semi-finished formulations
Mangalam Intermediates|GIDC Manufacturing|Dyes & Dye Intermediates|GIDC Sachin|Sachin GIDC, Surat, Gujarat|http://www.mangalamintermediates.co.in/|||http://www.mangalamintermediates.co.in/|Company website|Medium (estd 2002; dyes & intermediates)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Dyes & dye intermediates manufacturing; export demand|Established 2002; dye intermediates maker|58|C|IT Manager / Purchase / Director|Existence-verified (contact pending)|Dyes and dye intermediates
Eskay Speciality Chemicals (SK Group)|GIDC Manufacturing|Specialty Chemicals|GIDC Sachin (SEZ)|Plot no. 207-B/208, Surat Special Economic Zone, Road no. 4, GIDC Sachin, Surat, Gujarat|https://www.sk1932.com/|||https://www.sk1932.com/eskay-speciality-chemicals|Company website|Medium (pharma/food/nylon chemicals; SEZ)|ERP servers + storage; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Serves pharma, food/feed additives, nylon industries; export/SEZ|SEZ-based specialty chemicals; multi-industry|62|B|IT Manager / Purchase / Director|Existence-verified (contact pending)|Pharma, food & feed additives, nylon allied chemicals
Govardhan Packaging|GIDC Manufacturing|Packaging / Corrugated Boxes|GIDC Sachin|Plot No 7306/5, Road No 73-A, GIDC Sachin, Surat 394520, Gujarat||||https://www.justdial.com/jdmart/Surat/Govardhan-Packaging-Near-Khodiyar-Complex-Sachin-GIDC/0261PX261-X261-171115190011-P1U6_BZDET/catalogue|JustDial|Small-Medium (corrugated box manufacturer)|ERP/billing servers; office desktops; CCTV; networking + Wi-Fi; biometric access; AMC|Industrial corrugated box demand from GIDC manufacturers|Printed & 9-ply industrial boxes for GIDC units|52|C|Purchase / Director|Existence-verified (contact pending)|Industrial corrugated boxes, printed & 9-ply
Lily Packers Pvt Ltd|GIDC Manufacturing|Packaging / Corrugated Boxes|GIDC Sachin|Sachin GIDC, Surat, Gujarat||||https://www.justdial.com/Surat/Lily-Packers-Pvt-Ltd-Sachin-Gidc/0261PX261-X261-140419173541-J7Q6_BZDET|JustDial|Small-Medium (corrugated box manufacturer)|ERP/billing servers; office desktops; CCTV; networking + Wi-Fi; biometric access; AMC|Corrugated packaging demand from local industry|Corrugated box manufacturer in Sachin GIDC|50|C|Purchase / Director|Existence-verified (contact pending)|Corrugated boxes
Sachin Industries (Corrugated)|GIDC Manufacturing|Packaging / Corrugated Boxes|GIDC Sachin|Plot No. 5509, Road No. 55, GIDC Sachin, Surat 394520, Gujarat||||https://www.justdial.com/jdmart/Surat/Sachin-Industries-Sachin-GIDC/0261PX261-X261-140418075623-Q1B2_BZDET/catalogue|JustDial|Small-Medium (corrugated box & sheet manufacturer)|ERP/billing servers; office desktops; CCTV; networking + Wi-Fi; biometric access; AMC|Corrugated sheet & box demand from GIDC units|Corrugated sheets, boxes, paper rolls|50|C|Purchase / Director|Existence-verified (contact pending)|Corrugated sheets, packaging, paper rolls
Gautam Industrial Corporation Pvt Ltd|GIDC Manufacturing|Engineering / Pipe Fittings & Valves|GIDC Sachin|Plot No. 5420, Road No. 54, Sachin GIDC, Surat 394520, Gujarat|https://gautamindustrial.com/|||https://gautamindustrial.com/|Company website|Medium (estd 1980; serves oil & gas, refineries, nuclear)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Supplies pipe fittings/flanges/valves to oil & gas, refineries, power, nuclear|3-decade supplier to refineries/petrochem/power|64|B|Plant Head / Purchase / Director|Existence-verified (contact pending)|SS/CS/alloy pipe fittings, flanges, ball valves, spools
Tirth Sales|GIDC Manufacturing|Engineering / Investment Castings|GIDC Sachin|Plot No. 7312/1, Road No. 7, GIDC Sachin, Surat 394230, Gujarat|https://www.tirthsales.com/|||https://www.tirthsales.com/|Company website|Small-Medium (estd 2008; investment casting & fabrication)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Investment casting, machining & fabrication job work demand|Casting/machining/fabrication for multiple industries|54|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|SS 316 investment casting, medical implant casting, fabrication
Reliance Industries Ltd - Hazira Manufacturing Division|GIDC Manufacturing|Petrochemicals / Polymers / Polyester|Hazira|Hazira Manufacturing Division, Surat, Gujarat|https://www.ril.com/|||https://en.wikipedia.org/wiki/Hazira_Manufacturing_Division|Wikipedia / company|Very Large (multi-product integrated petrochem complex)|ERP/SAP servers + storage; very large desktop fleet; industrial/rugged PCs; very large-area CCTV; enterprise networking + Wi-Fi; biometric access; AMC|Multi-product integrated complex; ongoing petrochem investments|Major integrated petrochemicals/polyester complex|95|A|IT Manager / Plant Head / Purchase|Existence-verified (contact pending)|Petrochemicals, polymers, polyesters, intermediates
Gujarat State Energy Generation Ltd (GSEG) Hazira|GIDC Manufacturing|Power / Process Plant|Hazira|Hazira, Surat, Gujarat|https://gseg.in/|||https://en.wikipedia.org/wiki/GSEG_Combined_Cycle_Power_plant,_Hazira|Wikipedia|Large (gas-based combined cycle power plant)|ERP servers + storage; plant desktops; industrial/rugged PCs; large-area CCTV; networking + Wi-Fi; biometric access; AMC|Power generation; JV of GSPC, GAIL, KRIBHCO|Combined cycle power plant; multi-PSU JV|82|A|IT Manager / Plant Head / Purchase|Existence-verified (contact pending)|Gas-based combined cycle power; GSPC/GAIL/KRIBHCO JV
Suman Chemical Industries|GIDC Manufacturing|Specialty / Construction & Paper Chemicals|GIDC Sachin|Plot No. C-1-B-461, Road No. 82/4, GIDC Sachin, Surat 394230, Gujarat|https://sumanchem.in/|||https://sumanchem.in/about/|Company website|Small-Medium (20+ yrs; construction & paper chemicals)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Custom manufacturing; construction/paper chemicals demand|20+ years; custom chemical manufacturing|54|C|Purchase / Director|Existence-verified (contact pending)|Construction chemicals, paper chemicals, custom manufacturing
Aceto Chem Pvt Ltd|GIDC Manufacturing|Dyes & Dye Intermediates|Pandesara|Plot No. 90/A, GIDC Pandesara, Surat 394221, Gujarat|https://www.acetochemindia.in/|0261-2890998|info@acetochemindia.com|https://www.acetochemindia.in/profile.html|Company website|Medium (estd 1976; dye intermediates manufacturer/exporter)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Manufacture/export of dye intermediates; export demand|Established 1976; intermediates exporter|62|B|IT Manager / Purchase / Director|Contact found|N-Phenyl-1-Naphthylamine and other dye intermediates
Mahavir Synthesis Pvt Ltd|GIDC Manufacturing|Dyes & Dye Intermediates|GIDC Sachin|Block No. 304B & 305, Sachin Magdalla Road GIDC, Sachin, Surat 394230, Gujarat|https://www.mahavirsynthesis.com/|||https://www.mahavirsynthesis.com/|Company website|Medium (estd 1973; major dye intermediates producer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Large producer of dye intermediates; export demand|Pioneer since 1973; biggest regional dye-intermediate maker|64|B|IT Manager / Purchase / Director|Existence-verified (contact pending)|Dyes intermediates; ~Rs 4.5cr capital
Tribhuvan Polymers Pvt Ltd|GIDC Manufacturing|Plastics / PP Bags|Palsana|Block No. 63, Near NH-8, Village Makhinga, Taluka Palsana, Surat, Gujarat||||https://www.indiamart.com/tribhuvan-polymers-private-limited/aboutus.html|IndiaMART|Small-Medium (estd 2015; PP bag manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|PP/woven bag production; packaging demand|Manufacturing metals & chemicals/plastics; ~Rs 4cr capital|54|C|Purchase / Director|Existence-verified (contact pending)|PP bags / woven sacks
LK Industries|GIDC Manufacturing|Auto Components / Sheet Metal|GIDC Sachin|4310/4, GIDC, Sachin, Surat, Gujarat||||https://machinemanufacturer.in/surat/|Industry directory|Medium (estd 1982; automotive engineering group)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Heavy sheet metal parts/fabrication for automobile industry|Automotive engineering group serving OEM demand|58|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|Heavy sheet metal parts & fabrication for automotive
Uni Tech Valves & Pneumatics|GIDC Manufacturing|Engineering / Valves & Flow Meters|GIDC Sachin|Plot No 6234, Road No 62, Sachin GIDC, Surat, Gujarat|https://www.unitechvalvesindia.com/|||https://www.indiamart.com/jdfdsales/|IndiaMART / company|Small-Medium (valves & flow meters manufacturer)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Valves & flow meters for industrial/commercial applications|Forged steel valves, butterfly/ball valves, flow meters|54|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|Forged steel valves, butterfly valves, flow meters
JAY Sliv Chemicals|GIDC Manufacturing|Chemicals|GIDC Sachin|GIDC Sachin, Surat, Gujarat||||https://www.justdial.com/Surat/JAY-Sliv-Chemicals-Gidc-Sachin-Sachin/0261PX261-X261-110104165508-T6W9_BZDET|JustDial|Small-Medium (chemical manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Chemical manufacturing in Sachin GIDC|Chemical manufacturer in Sachin GIDC|50|C|Purchase / Director|Existence-verified (contact pending)|Chemicals
Shree Sidhdhanath Industries|GIDC Manufacturing|Chemicals|GIDC Sachin|GIDC Sachin area, Surat, Gujarat|https://ssichem.com/|||https://ssichem.com/|Company website|Small-Medium (chemical manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Chemical manufacturing; product range expansion|Chemical manufacturer (ssichem)|52|C|Purchase / Director|Existence-verified (contact pending)|Chemicals manufacturer
R P Plastic Industries|GIDC Manufacturing|Plastics / Reprocessed Granules|GIDC Sachin|Plot No. 938, Road No. 6, Sachin GIDC, Surat 394230, Gujarat|https://www.rpplasticind.com/|+91 8140 888110|info@rpplasticind.com|https://www.rpplasticind.com/contact|Company website|Small-Medium (reprocessed plastic granules; estd 2018)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Reprocessed granule supply; recycling capacity demand|HDPE/PP/LLDPE reprocessed granule manufacturer|54|C|Purchase / Director|Contact found|HDPE, PP, LLDPE reprocessed plastic granules
Sambhav Plastics|GIDC Manufacturing|Plastics / Polymers|GIDC Sachin|Road No. 43/C, 4310/2, GIDC Sachin, Surat 394230, Gujarat||||https://dir.indiamart.com/surat/plastic-polymers.html|IndiaMART|Small-Medium (plastic polymers manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Plastic polymer production; packaging/industrial demand|Plastic polymers manufacturer in Sachin GIDC|50|C|Purchase / Director|Existence-verified (contact pending)|Plastic polymers
Tapi Fruit Processing Ltd (Tapi Food)|GIDC Manufacturing|Food / Agro Processing|Pipodara (Mangrol, Surat dist)|Plot No 17A, Block No 124-125, NH No 8, Post Pipodara, Tal Mangrol, Dist Surat, Gujarat|https://www.tapifood.com/|+91 261 2551206|tapifood@gmail.com|https://www.tapifood.com/tapi-fruit-product-contact-details.html|Company website|Medium (estd 1999; fruit processing & exports; solar-powered)|ERP servers; office & plant desktops; process/cold-chain CCTV; networking + Wi-Fi; biometric access; AMC|Exports; solar energy adoption; product range expansion|India's first solar-powered fruit processing unit|66|B|IT Manager / Purchase / Director|Contact found|Jelly candies, gummies, jams, ketchup, sauces, fruit crush
Manish Packaging Pvt Ltd|GIDC Manufacturing|Packaging / PVC & Laminate Films|GIDC Sachin|Plot No. 539, Road No. 5, GIDC Sachin, Surat 394230, Gujarat|https://www.manishpackaging.net/|||https://www.manishpackaging.net/contact-us.htm|Company website|Medium (estd 1970; 40+ yrs PVC films; ISO 9000)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Specialty packaging films; R&D-driven product expansion|40+ years; ISO-certified specialty PVC films|60|B|Purchase / IT Manager / Director|Existence-verified (contact pending)|PVC twist/laminated/heat-shrink/stretch films
Keshav Engineering|GIDC Manufacturing|Engineering / Pharma Machinery & Pressure Vessels|GIDC Sachin|Plot No. 5502, Road No. 5, Sachin GIDC, Surat 394230, Gujarat|https://www.keshavengineering.com/|||https://www.keshavengineering.com/|Company website|Small-Medium (pharma machinery & pressure vessels)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Pharma machinery & pressure vessel fabrication demand|Pharma machinery + pressure vessel manufacturer|58|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|Pharmaceutical machinery, pressure vessels
Metal Fab Engineers|GIDC Manufacturing|Engineering / Heat Exchangers & Pressure Vessels|GIDC Sachin|GIDC Sachin, Surat, Gujarat||||https://www.justdial.com/jdmart/Surat/Metal-Fab-Engineers-GIDC-Sachin/0261PX261-X261-160523105246-Z7Q2_BZDET/catalogue|JustDial|Small-Medium (heat exchanger & pressure vessel fabricator)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Heat exchanger & pressure vessel fabrication demand|Mechanical fabrication firm in Sachin GIDC|54|C|Plant Head / Purchase / Director|Existence-verified (contact pending)|Heat exchangers, pressure vessels, boilers
Krishna Dye Chem|GIDC Manufacturing|Dyes / Textile Auxiliaries|Pandesara|28/C, Lalakunj Estate, Near Rachana Dyeing Mill, Pandesara GIDC, Surat 394221, Gujarat|https://www.krishnadyechem.in/|||https://www.krishnadyechem.in/contact.html|Company website|Small-Medium (dyes & textile auxiliaries; plant at Saykha)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Dye & auxiliary production; second plant at Saykha GIDC|Multi-site (Pandesara office + Saykha plant)|56|C|IT Manager / Purchase / Director|Existence-verified (contact pending)|Dyes, textile auxiliaries
Khushi Dye Chem Pvt Ltd|GIDC Manufacturing|Dyes / Textile Chemicals|Pandesara|Opp Dada Associate Dyeing, Pandesara, Surat 394221, Gujarat||||https://www.justdial.com/Surat/Khushi-Dye-Chem-Pvt-Ltd-Opp-Dada-Associate-Dyeing-Pandesara/0261PX261-X261-131114111702-H3Y5_BZDET|JustDial|Small-Medium (textile chemical manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Textile chemical/dye production for Surat dyeing units|Textile chemical manufacturer in Pandesara|50|C|Purchase / Director|Existence-verified (contact pending)|Textile chemicals, dyes
Shree Ganpati Dye Chem|GIDC Manufacturing|Dyes / Chemicals|Pandesara|557, GIDC Pandesara, Surat 394221, Gujarat||||https://in.kompass.com/c/shree-ganpati-dye-chem/in772483/|Kompass directory|Small-Medium (dye & chemical manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Dye/chemical production for textile sector|Dye chem unit in Pandesara GIDC|48|C|Purchase / Director|Existence-verified (contact pending)|Dyes and chemicals
Shree Stone Industries|GIDC Manufacturing|Natural Stone Processing|Kim / Kosamba|Kim, Kosamba, Surat, Gujarat||||https://www.indiamart.com/shree-stone-industries/aboutus.html|IndiaMART|Small-Medium (quarrying, cutting & stone processing)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Stone cutting/processing capacity; wall cladding demand|Vertically integrated natural-stone processor|50|C|Purchase / Director|Existence-verified (contact pending)|Slate, sandstone, quartzite, limestone wall cladding
National Engineers & Steel Fabricators (NESF)|GIDC Manufacturing|Engineering / Heavy Steel Fabrication|GIDC Sachin|Plot No. 1022, Cross Road No. 87, Sachin GIDC, Surat 394230, Gujarat|https://nationalengrs.com/|||https://nationalengrs.com/contact|Company website|Medium (estd 1990; serves oil&gas, petrochem, fertilizer, ETP)|ERP/design workstations; CAD desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Custom-fabricated process equipment for Hazira/Sachin plants; infra project demand|Serves Hazira, Sachin & GIDC estates; growth in heavy fabrication|66|B|Plant Head / Purchase / Director|Existence-verified (contact pending)|Pressure vessels, heat exchangers, tanks, piping skids, structural steel
Spectrum Dyes & Chemicals Pvt Ltd|GIDC Manufacturing|Dyes & Chemicals|Palsana / Pandesara|Block No. 484, 502 & 503, NH No. 8, Palsana, Surat 394315, Gujarat||||https://www.exportersindia.com/spectrumdyes/|Business directory|Medium (disperse dyes & chemicals manufacturer)|ERP servers; plant & office desktops; industrial PCs; CCTV; networking + Wi-Fi; biometric access; AMC|Disperse dye & hexanediol production; export demand|Dyes & chemicals maker on NH-8 belt|58|C|IT Manager / Purchase / Director|Existence-verified (contact pending)|Disperse dyes, hexanediol
