company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
PP Savani Heart Institute & Multispeciality Hospital|Healthcare|Multispecialty + cardiac hospital|Varachha / Kapodra|Mansi Building, Varachha Main Road, Opp Kapodra Police Station, Surat 395006|https://ppsavanihospital.org/|02612577100||https://ppsavanihospital.org/contact-us|Hospital website|Multispecialty + heart institute|HIS/EMR servers + storage; PACS + cardiac imaging workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Cardiac + multispecialty mix drives imaging and HIS|Part of PP Savani group; growing footprint|77|A|Hospital Administrator / IT Manager / Purchase|Contact found|Group-backed; cardiac imaging need
Apple Hospital|Healthcare|Multispecialty hospital|Udhna|Udhna Darwaja, Aman Nagar, Ring Road, Udhna, Surat 395002|https://surat.nic.in/public-utility/apple-hospital/|0261-2310703|applehospital.surat@gmail.com|https://surat.nic.in/public-utility/apple-hospital/|Government directory|100 beds; 24x7 multispecialty|HIS/EMR servers + storage; imaging/PACS workstations; billing/reception desktops; networking + Wi-Fi; CCTV; UPS; AMC|100-bed 24x7 ops need HIS + CCTV coverage|Established multispecialty; nephrology among services|74|B|Hospital Administrator / IT Manager|Contact found|100-bed; solid HIS + networking fit
Asutosh Multi Speciality Hospital|Healthcare|Multispecialty / trauma hospital|Majura Gate|Beside Kshetrapal Temple, Kailash Nagar, Majura Gate, Surat|https://www.asutoshindia.com/|0261-2509300||https://www.asutoshindia.com/contact.html|Hospital website|100 beds; tertiary trauma + critical care|HIS/EMR servers; trauma imaging (CT) workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Trauma/critical care = 24x7 imaging + monitoring data|ISO-certified trauma center; positioning as best in S Gujarat|74|B|Hospital Administrator / IT Manager|Contact found|Trauma center; CT/imaging workstation need
Burhani Hospital|Healthcare|Multi-super-speciality trust hospital|Mahidharpura / Begampura|4/4665 Kuvarsing Street, Khangad Sheri, Mahidharpura, Begampura, Surat 395003|https://www.burhanihospital.com/|0261 250 5050|Burhanihospital@gmail.com|https://www.burhanihospital.com/contact-us/|Hospital website|Fast-growing multi-super-speciality trust hospital|HIS/EMR servers + storage; imaging workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Fast-growing trust hospital = expansion capex|Described as fastest-growing multispecialty trust hospital|72|B|Hospital Administrator / Trust Purchase|Contact found|Growth-stage trust hospital; expansion signal
Velocity Multispeciality Hospital|Healthcare|Multispecialty hospital|Pal / Adajan|3rd Floor, Velocity Business Hub, Near Madhuvan Circle, LP Savani Road, Adajan, Surat 395009|https://velocityhospital.com/|+91 7435081000||https://velocityhospital.com/contact-velocity-hospital/|Hospital website|50 beds; 16+ doctors; ICU/NICU/OT/lab|HIS/EMR servers; imaging/lab workstations; billing/reception desktops; networking + Wi-Fi; CCTV; UPS; AMC|New-gen facility with full ICU/NICU/lab needs integrated IT|Recently established (Pal-Adajan growth corridor)|70|B|Hospital Administrator / IT Manager / Owner-doctor|Contact found|Newer 50-bed; integrated IT/lab opportunity
Satva Hospital|Healthcare|Multispecialty / trauma hospital|Vesu|Near Surya Green View, GD Goenka Canal Road, Vesu, Surat 395007|https://satvahospital.com/|+91 7434941000|admin@satvahospital.com|https://www.satvahospital.com/Contact-Us/|Hospital website|Multispecialty + trauma center|HIS/EMR servers; imaging/lab workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Trauma + multispecialty in fast-growing Vesu belt|Vesu growth corridor; trauma services|69|B|Hospital Administrator / IT Manager|Contact found|Vesu corridor; trauma imaging need
Jiomax Multi Super Speciality Hospital|Healthcare|Multi super-speciality hospital|Althan / City Light|1-2-3 Rajvansh Society, New City Light Road, Althan, Surat|https://www.justdial.com/Surat/Jiomax-Hospital-Near-Btrs-Citylight-Road/0261PX261-X261-210616173309-Z2C3_BZDET|9510976619||https://ayushmancardhospitals.com/jiomax-multi-super-speciality-hospital-surat-gujarat/|Directory / Ayushman empanelment|Multi super-speciality (ortho, polytrauma, joint replacement)|HIS/EMR servers; ortho/trauma imaging workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Ayushman empanelment drives digital claims + HIS|Ayushman-empaneled; ortho/trauma focus|68|B|Hospital Administrator / IT Manager|Contact found|Ayushman-empaneled = HIS/claims IT need
Sanjeevani Multi Speciality Hospital|Healthcare|Multispecialty / trauma hospital|Vesu|2nd Floor Western Business Park, Opp SD Jain School, Vesu Char Rasta, Udhana-Magdalla Rd, Surat 395007|https://surat.nic.in/public-utility/sanjeevani-multi-speciality-hospital/|+91 2612215777|smshospital@yahoo.com|https://surat.nic.in/public-utility/sanjeevani-multi-speciality-hospital/|Government directory|35 beds; trauma/joint replacement/laparoscopy|HIS/EMR servers; imaging/lab workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Surgical focus needs imaging + OT IT|Vesu corridor; surgical specialty growth|65|B|Hospital Administrator / Owner-doctor|Contact found|Mid-size; surgical imaging + CCTV
LifeLine Multispeciality Hospital|Healthcare|Multispecialty hospital|Rander Road|1st Floor Shreenathji Complex, Opp Jhulelal Temple, Ramnagar Char Rasta, Rander Road, Surat 395007|https://lifelinesurat.com/|02612766000|info@lifelinesurat.com|https://lifelinesurat.com/|Hospital website|35 beds; robotic joint replacement, multi-specialty|HIS/EMR servers; imaging/OT workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Robotic surgery + multispecialty = imaging/compute upgrades|Robotic joint replacement program; growing|66|B|Hospital Administrator / IT Manager|Contact found|Robotic surgery angle; email present
Sparsh Multispeciality Hospital|Healthcare|Multispecialty hospital|Mota Varachha|318, 3rd Floor Apple Square, Satellite Road, Near Lajamani Cross Road, Mota Varachha, Surat 394101|https://www.justdial.com/Surat/Sparsh-Hospital-Near-Lajamani-Cross-Road-Mota-Varachha/0261PX261-X261-140512152623-B1J4_BZDET|||https://www.drlogy.com/surat/hospital/sparsh-multispeciality-hospital|Directory (JustDial/Drlogy)|Multispecialty (Mota Varachha growth belt)|HIS/EMR servers; imaging/lab workstations; billing/reception desktops; networking + Wi-Fi; CCTV; UPS; AMC|Located in fast-developing Mota Varachha residential belt|Mota Varachha expansion corridor|62|B|Hospital Administrator / Owner-doctor|Existence-verified (contact pending)|Growth-belt multispecialty; contact pending
Mahavir Hospital (Shree Mahavir Health Campus)|Healthcare|Multispecialty hospital|Nanpura|Shree Mahavir Health Campus, Ring Road, Nanpura, Surat 395001|https://www.mahavirhospital.com/|0261-2471770||https://www.mahavirhospital.com/|Hospital website|General surgery, ENT, OBG, ortho; campus hospital|HIS/EMR servers; imaging/lab workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Large health campus shared services + imaging|Part of Mahavir health campus; broad services|68|B|Hospital Administrator / IT Manager|Contact found|Campus-scale; shared imaging/HIS opportunity
PP Savani Hospital (Kapodra)|Healthcare|Multispecialty hospital|Kapodra / Varachha|Varachha Main Road, Kapodra area, Surat 395006|https://www.practo.com/surat/hospital/p-p-savani-hospital-kapodra|||https://www.practo.com/surat/hospital/p-p-savani-hospital-kapodra|Practo listing|Multispecialty (PP Savani group)|HIS/EMR servers; imaging/lab workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Group-backed expansion across Surat|PP Savani group multi-unit growth|64|B|Hospital Administrator / Group Purchase|Existence-verified (contact pending)|Group unit; verify if distinct from Heart Institute
SMIMER Hospital (Surat Municipal Institute of Medical Education & Research)|Healthcare|Government tertiary teaching hospital|Umarwada|Near Sahara Darwaja, Opp Bombay Market, Umarwada, Surat 395010|http://smimer.suratmunicipal.gov.in/Hospital|02612368040||http://smimer.suratmunicipal.gov.in/Contact|Government hospital website|500-750 beds; medical college + tertiary care|HIS/EMR servers + storage; PACS/radiodiagnosis workstations; teaching-lab + billing desktops; campus networking + Wi-Fi; CCTV; UPS; AMC|Govt teaching hospital; large radiodiagnosis dept|Municipal tertiary hospital; large institutional buyer|72|B|Hospital Superintendent / Govt Purchase (tender)|Contact found|Govt tender process; very large scale; tender-based buying
Universal Multispecialty Hospital|Healthcare|Multispecialty hospital|Surat|Surat (multispecialty, ~200 beds; advanced ICU)|https://www.universalhospitalsurat.com/|||https://www.universalhospitalsurat.com/|Hospital website|~200 beds; advanced ICU; 24x7 emergency|HIS/EMR servers + storage; imaging/PACS workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|200-bed scale with ICU = monitoring + HIS data infra|Positioned as world-class 200-bed multispecialty|76|A|Hospital Administrator / IT Manager|Existence-verified (contact pending)|200-bed; strong HIS/imaging fit; capture contact
SuperScan Diagnostic Centre|Healthcare|Diagnostic / imaging centre (radiology)|Surat|Surat (advanced CT/MRI imaging centre)|https://www.superscan.in/|||https://www.superscan.in/|Diagnostic centre website|Large radiology team; Gujarat-first 160-slice dual-energy CT|PACS server + storage; high-end imaging workstations (CT/MRI reading); reporting desktops; networking; CCTV; UPS; AMC|Introduced Gujarat's first 160-slice dual-energy CT (new high-end modality)|New advanced CT install = workstation/storage demand|84|A|Centre Director / IT/PACS Manager|Existence-verified (contact pending)|Pure imaging center = heavy PACS/workstation buyer; high fit
Synergy Imaging|Healthcare|Diagnostic / imaging centre (radiology)|Ring Road|UG 1-2 Jeevandeep Complex, Opp J.K. Tower, Near Nirmal Hospital, Ring Road, Surat 395002|https://synergyimaging.co.in/|||https://synergyimaging.co.in/|Diagnostic centre website|1.5T MRI + dual-energy 128-slice CT + USG + digital X-ray|PACS server + storage; MRI/CT reading workstations; reporting desktops; networking; CCTV; UPS; AMC|Latest 1.5T MRI + 128-slice CT = imaging compute + storage|Premier imaging center; modern modality suite|83|A|Centre Director / PACS/IT Manager|Existence-verified (contact pending)|Strong imaging-workstation/PACS prospect; capture contact
Sahyog Imaging Centre|Healthcare|Diagnostic / imaging centre (radiology)|Ring Road|Ground Floor, Aadi Vatsalya Building, Opp RTO Office, Ring Road, Surat 395001|https://www.teleradiologyhub.com/diagnostics/details/36/802-sahyog-imaging-centre-ring-road-surat|261-2655808||https://www.teleradiologyhub.com/diagnostics/details/36/802-sahyog-imaging-centre-ring-road-surat|Teleradiology directory|MRI + CT + sonography imaging centre (multi-branch)|PACS server + storage; MRI/CT workstations; reporting desktops; networking; CCTV; UPS; AMC|Multi-branch imaging (Ring Road + Adajan) needs PACS linking|Operates multiple branches incl Adajan|76|A|Centre Director / PACS/IT Manager|Contact found|Multi-branch imaging; PACS networking + workstation need
Shreeji Imaging Center|Healthcare|Diagnostic / imaging centre (radiology)|Sumul Dairy Road|Ground Floor Hotel Raj Building, Near Ayurvedic College, Sumul Dairy Road, Surat 395003|http://www.shreejiimaging.in/|+91 261 253 7125||http://www.shreejiimaging.in/|Diagnostic centre website|CT + MRI + sonography; multi-location (Varachha branch)|PACS server + storage; CT/MRI workstations; reporting desktops; networking; CCTV; UPS; AMC|CT/MRI + multiple locations = PACS + workstation refresh|Two locations (Sumul Dairy + Varachha)|74|B|Centre Director / PACS/IT Manager|Contact found|Imaging center; PACS/workstation prospect
Sanya Imaging Centre (Sanya Hospital & Diagnostics)|Healthcare|Diagnostic / imaging centre (radiology)|Varachha Road|C/o PP Savani Heart Institute, Mansi Building, Nr Siddhkutir Temple, Varachha Road, Surat 395006|https://www.teleradiologyhub.com/diagnostics/details/36/1186-sanya-imaging-centre-varcha-road-surat|||https://www.teleradiologyhub.com/diagnostics/details/36/1186-sanya-imaging-centre-varcha-road-surat|Teleradiology directory|CT + MRI imaging; also operates Adajan unit|PACS server + storage; CT/MRI workstations; reporting desktops; networking; CCTV; UPS; AMC|Multi-unit imaging (Varachha + Adajan via Sahyog tie-up)|Expanding imaging units across Surat|72|B|Centre Director / PACS/IT Manager|Existence-verified (contact pending)|Multi-unit imaging; capture contact
Sterling Accuris Diagnostics|Healthcare|Pathology lab / diagnostics chain|Multiple (Lal Darwaja / Athwa / Ring Rd / Palanpur)|404 Ayush Doctor House, Lal Darwaja Station Rd, Surat 395003 (+ Athwa, Ring Road, Palanpur branches)|https://sterlingaccuris.com/lab/surat|081281 30000||https://sterlingaccuris.com/lab/surat|Lab chain website|2000+ tests; National Reference Lab; multi-branch|LIS servers + storage; lab analyzer-integrated workstations; reception/billing desktops; multi-site networking + Wi-Fi; CCTV; UPS; AMC|Multi-branch chain = LIS + networked sample tracking|Expanding branch network across Surat|78|A|Lab Director / IT Manager / Purchase|Contact found|Chain with many branches = recurring networking/AMC
Unipath Speciality Laboratory|Healthcare|Pathology lab / diagnostics chain|Athwa Gate|Vanita Vishram Building, Above Bank of Baroda, Near Athwa Circle, Athwa Gates, Surat|https://unipath.in/|0261-3099000||https://unipath.in/reach-us|Lab chain website|NABL-certified specialty lab; network of centers|LIS servers + storage; analyzer-integrated workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|NABL specialty lab with network needs LIS + connectivity|Network of collection centers; growth|73|B|Lab Director / IT Manager|Contact found|Specialty lab chain; LIS + networking AMC
Prabhat Pathology Laboratory|Healthcare|Pathology lab / diagnostics|Varachha Road|Hira Baug, Varachha Road, Surat|https://prabhatlab.in/|||https://prabhatlab.in/|Lab website|1000+ clinical tests; diagnostic centre|LIS servers + storage; analyzer-integrated workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|High test volume needs LIS + reporting infra|Established lab; broad test menu|64|B|Lab Director / Owner / IT|Existence-verified (contact pending)|Established lab; capture contact
Metropolis Healthcare (Surat)|Healthcare|Pathology lab / diagnostics chain|Multiple (Surat)|Multiple locations across Surat|https://www.metropolisindia.com/labs/gujarat/surat|||https://www.metropolisindia.com/labs/gujarat/surat|National lab chain website|National NABL lab chain; multiple Surat centers|LIS servers + storage; networked collection-center desktops; billing desktops; multi-site networking; CCTV; UPS; AMC|Multi-center chain = networked LIS + endpoint fleet|National chain expanding local centers|70|B|Regional Lab Head / IT (central procurement)|Existence-verified (contact pending)|Likely central procurement; many endpoints
Dr Lal PathLabs (Bhatar Road)|Healthcare|Pathology lab / diagnostics chain|Bhatar Road|U/17 Abhinandan Royale Complex, Opp Rajhans Olympia, Bhatar Road, Surat|https://labs.lalpathlabs.com/location/gujarat/surat|+918071371254||https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-bhatar-road-surat-343067/Home|National lab chain website|National NABL chain; multiple Surat service centers|LIS servers + storage; networked collection-center desktops; billing desktops; multi-site networking; CCTV; UPS; AMC|Multiple service centers = networked endpoints + LIS|National chain growing Surat presence|68|B|Regional Lab Head / IT (central procurement)|Contact found|National chain; central procurement likely
Dr Agarwals Eye Hospital (Adajan Road)|Healthcare|Super-speciality eye hospital|Adajan Road|201 Pyramid Square, LP Savani Circle, Beside Hyundai Showroom, Adajan Road, Surat|https://www.dragarwal.com/eye-hospital/adajan-road/|9594924026||https://www.dragarwal.com/eye-hospital/adajan-road/|Hospital chain website|National eye-care chain; multiple Surat units|HIS/EMR servers; ophthalmic imaging workstations (OCT/fundus); reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Multiple Surat branches; ophthalmic imaging fleet|Listed eye-care chain expanding Surat branches|71|B|Center Manager / Regional IT (central procurement)|Contact found|Chain; multiple branches; ophthalmic imaging endpoints
Dr Agarwals Eye Hospital / Prizma (Ring Road, Majura Gate)|Healthcare|Super-speciality eye hospital|Ring Road / Majura Gate|Pyramid Point, Beside Krushi Mangal Hall, Ring Road, Majura Gate, Surat 395001|https://www.dragarwal.com/eye-hospital/ring-road/|9594924026||https://www.dragarwal.com/eye-hospital/ring-road/|Hospital chain website|National eye-care chain branch|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Branch network; ophthalmic imaging endpoints|Chain branch (Prizma unit)|66|B|Center Manager / Regional IT|Contact found|Distinct branch; chain procurement
Eye Q Super Speciality Eye Hospital (Udhana)|Healthcare|Super-speciality eye hospital|Udhna|2nd Floor SNS House, Udhana Teen Rasta, Opp Silicon Shoppers, Udhana Main Road, Surat 394210|https://www.eyeqindia.com/hospital/surat-udhna/|02612273777||https://www.eyeqindia.com/hospital/surat-udhna/|Hospital chain website|National eye-care chain; multiple Surat units|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|18-yr chain; multi-branch ophthalmic imaging|Chain expansion across Surat|68|B|Center Manager / Regional IT|Contact found|Chain; networked branches
Eye Q Super Speciality Eye Hospital (Parle Point)|Healthcare|Super-speciality eye hospital|Parle Point / Athwalines|3rd Floor SNS House, Above TBZ Showroom, Near Court Building, Parle Point, Athwalines, Surat 395007|https://www.eyeqindia.com/hospital/parle-point-surat/|8035240555||https://www.eyeqindia.com/hospital/parle-point-surat/|Hospital chain website|National eye-care chain branch|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Branch ophthalmic imaging fleet|Chain branch|65|B|Center Manager / Regional IT|Contact found|Distinct Parle Point branch
Centre For Sight Eye Hospital (City Light)|Healthcare|Super-speciality eye hospital|City Light|201/301/401 Unity Corner, 13 Vardhman Mahaveer Marg, Above Zudio, Opp Bank of Baroda, City Light, Surat|https://www.centreforsight.net/eye-hospitals-india/surat|||https://www.practo.com/surat/hospital/centre-for-sight-eye-hospital-city-light-town|Hospital chain + Practo|National eye-care chain; 2 Surat centers|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|3-decade chain; two Surat centers; imaging endpoints|Chain with City Light + Rander Road centers|66|B|Center Manager / Regional IT|Existence-verified (contact pending)|Chain; capture local contact
ASG Super Speciality Eye Hospital|Healthcare|Super-speciality eye hospital|Surat|Surat (ASG eye-care chain unit)|https://asgeyehospital.com/hospital/city/surat/|||https://asgeyehospital.com/hospital/city/surat/|Hospital chain website|National eye-care chain; full surgical suite|HIS/EMR servers; ophthalmic imaging workstations (OCT/biometry); reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Full surgical eye services = imaging + OT IT|Expanding national chain in Surat|65|B|Center Manager / Regional IT|Existence-verified (contact pending)|Chain; surgical imaging endpoints
Vision Eye Hospital|Healthcare|Eye hospital|Surat|Surat (cataract/glaucoma/retina/LASIK)|https://visioneyehospital.net/|||https://visioneyehospital.net/|Hospital website|Standalone eye hospital; surgical services|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Surgical eye services need imaging + records IT|Independent eye hospital; growing|60|B|Owner-doctor / Center Manager|Existence-verified (contact pending)|Independent; owner-doctor decision; capture contact
Lions Eye Hospital|Healthcare|Charitable eye hospital|Adajan Road|Lions Community Hall, Adajan Road, Morarji Desai Garden, Lalgi Nagar, Surat 395009|https://www.justdial.com/Surat/Lions-Eye-Hospital-Morarji-Desai-Garden-Lalgi-Nager-Adajan-Road/0261PX261-X261-160912184706-U4Q1_BZDET|||https://www.medindia.net/directories/hospitals/lions-eye-hospital-surat-gujarat-96357.htm|Directory (JustDial/Medindia)|Charitable high-volume eye hospital (Lions Club)|HIS/EMR servers; ophthalmic imaging workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|High-volume charitable cataract surgeries; donor-funded IT|Charitable trust; high patient throughput|58|C|Trust Administrator / Project Committee|Existence-verified (contact pending)|Charitable; budget-sensitive; donor-funded capex
Summirow Dental Care|Healthcare|Multispeciality dental clinic/hospital|Vesu|6th Floor, Western Vesu Point, Vesu, Surat|https://www.summirow.com/|||https://www.summirow.com/|Dental clinic website|Multispeciality dental; 11+ specialists; 15+ yrs|Practice-management servers; dental imaging (CBCT/OPG) workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|CBCT/digital dental imaging needs workstations|Leading multispeciality dental in Vesu; growth|60|B|Owner-doctor / Practice Manager|Existence-verified (contact pending)|Dental imaging (CBCT) workstation prospect
DentiCare Dental Care Centre|Healthcare|Multispeciality dental hospital|Parle Point|Behind Sargam Shopping Centre, Somnath Mahadev Road, Parle Point, Surat 395007|https://denticareindia.com/|||https://denticareindia.com/contact-us/|Dental hospital website|5-floor multispecialty dental hospital; 7 operatories; since 1982|Practice-management servers; dental imaging (CBCT/OPG) workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Multi-floor, multi-chair = networked endpoints + imaging|Large established dental hospital with education centre|62|B|Owner-doctor / Practice Manager|Existence-verified (contact pending)|5-floor dental hospital = multi-endpoint + CBCT
R.R. Dental n Maxillofacial Clinic|Healthcare|Multispeciality dental clinic|Nanpura|22 Ground Floor, Man-Mandir Apartment, Nanpura, Surat|https://rrmaxfacdentalclinic.com/|||https://rrmaxfacdentalclinic.com/about/|Dental clinic website|Multi-specialty dental + maxillofacial; implants/laser RCT|Practice-management servers; dental imaging (CBCT) workstations; reception/billing desktops; networking + Wi-Fi; CCTV; UPS; AMC|Implant/maxillofacial work needs CBCT imaging compute|Specialized maxillofacial center; growth|57|C|Owner-doctor / Practice Manager|Existence-verified (contact pending)|Maxillofacial = CBCT imaging need
